,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
11a07Ac,[ 1288.],"[[ 0.3110357   0.2916417   0.25329886 ...,  0.          0.          0.        ]]","[[ -3.92836973e+01  -3.93771767e+01  -3.95784698e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.11610033e-01   1.82192247e+00   1.62321406e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.57486038e-01   5.71473031e-01   2.73801576e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.98710914e-01  -7.77009041e-02   4.60890224e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.73096636e-02  -8.48163363e-02   4.76023315e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.05119870e-01   2.03974235e-01   4.18242414e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.64546505e-07   2.55827394e-07   6.01580706e-07 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00025271  0.00079903  0.00027954 ...,  0.          0.          0.        ]
 [ 0.18997577  0.12722857  0.08537109 ...,  0.          0.          0.        ]
 [ 0.00139202  0.00236086  0.00023339 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00072836  0.00122486  0.00172162 ...,  0.          0.          0.        ]
 [ 0.00113077  0.00445201  0.00536878 ...,  0.          0.          0.        ]
 [ 0.02942898  0.03219657  0.10633935 ...,  0.          0.          0.        ]]","[[ 0.          0.00417352  0.02141862 ...,  0.          0.          0.        ]]","[[ 0.27003044  0.29789088  0.29809693 ...,  0.          0.          0.        ]]","[[ 1.1517198   0.79655956  0.27683276 ...,  0.          0.          0.        ]]","[[ 0.13642053  0.12891114  0.08635795 ...,  0.          0.          0.        ]]",[ 4469.3476034],"[[ 2.99095844  2.67859628  2.67562373 ...,  0.          0.          0.        ]]","[[ 0.05938609  0.05813957  0.03685866 ...,  0.          0.          0.        ]]","[[ 0.3325  0.065   0.01   ...,  0.      0.      0.    ]]"
11b01Ab,[ 1168.],"[[ 0.36346056  0.1781297   0.15078166 ...,  0.          0.          0.        ]]","[[ -3.16751869e+01  -2.54842879e+01  -2.33452377e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.60443125e-01   2.14208353e+00   2.23467603e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.36561086e-01  -2.80545782e-01  -5.84944463e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.60837343e-01   3.99373588e-01   2.98908199e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.51822329e-01  -2.10258577e-01  -4.18048901e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.04083019e-01  -1.79614687e-01  -5.68317371e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.18009191e-05   3.05003779e-03   1.90188566e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00367197  0.00247694  0.0131233  ...,  0.          0.          0.        ]
 [ 0.00839811  0.02880028  0.00606567 ...,  0.          0.          0.        ]
 [ 0.00250955  0.00571524  0.00165655 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00379271  0.00298915  0.00642696 ...,  0.          0.          0.        ]
 [ 0.01161347  0.04347115  0.08634378 ...,  0.          0.          0.        ]
 [ 0.03543059  0.04862916  0.00273255 ...,  0.          0.          0.        ]]","[[ 0.          0.00650463  0.00802677 ...,  0.          0.          0.        ]]","[[ 0.26920968  0.19585625  0.15637476 ...,  0.          0.          0.        ]]","[[ 2.59683414  0.90897461  0.75457903 ...,  0.          0.          0.        ]]","[[ 0.27534418  0.20150188  0.08510638 ...,  0.          0.          0.        ]]",[ 3983.46268967],"[[ 3.07848982  1.45323942  2.76751576 ...,  0.          0.          0.        ]]","[[ 0.01646388  0.01646782  0.02564624 ...,  0.          0.          0.        ]]","[[ 0.5775  0.17    0.1675 ...,  0.      0.      0.    ]]"
11b02Ab,[ 1011.],"[[ 0.11602369  0.20996728  0.46573161 ...,  0.          0.          0.        ]]","[[ -3.75430186e+01  -3.69466736e+01  -3.53895690e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.12285759e+00   1.29352012e+00   8.30942155e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -7.38308960e-02   4.18655949e-02   7.30338348e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.37142967e-02   6.57205488e-02  -3.50375564e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.77270496e-02  -4.94964512e-03   2.08236873e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.88027901e-03   2.78618805e-01   5.55549807e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.27920725e-05   1.63645870e-05   2.46969762e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.74845282e-04   1.41998236e-04   1.82037542e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.79447814e-01   3.92279402e-01   2.07313441e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.76339616e-04   6.21018302e-05   7.17125131e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.59804716e-04   2.04213002e-04   1.03354614e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.47205977e-04   2.01533039e-04   9.63925271e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.59852178e-02   2.26449913e-02   2.63592780e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01428203  0.0337346  ...,  0.          0.          0.        ]]","[[ 0.20734454  0.2640339   0.29171073 ...,  0.          0.          0.        ]]","[[ 0.05012446  0.13329524  1.63548581 ...,  0.          0.          0.        ]]","[[ 0.01501877  0.02002503  0.18898623 ...,  0.          0.          0.        ]]",[ 4198.15006878],"[[ 2.84822254  3.00329793  3.03811038 ...,  0.          0.          0.        ]]","[[ 0.08280766  0.10750938  0.0567085  ...,  0.          0.          0.        ]]","[[ 0.005  0.005  0.66  ...,  0.     0.     0.   ]]"
11b09Ad,[ 840.],"[[ 0.2786467   0.34347114  0.17619562 ...,  0.          0.          0.        ]]","[[ -3.92612862e+01  -3.98337483e+01  -3.06154132e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.19459109e+00   8.46549240e-01   2.48683525e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.42147682e-01   6.01065208e-01   6.13138079e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.17852045e-01   2.34418146e-01   3.64145777e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.65457759e-02  -1.06614162e-01   1.98000989e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.67832165e-01  -1.09222830e-01  -1.34440915e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.28001964e-06   3.80767208e-07   6.44716280e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00016123  0.00020188  0.01014108 ...,  0.          0.          0.        ]
 [ 0.12768468  0.05555097  0.03534306 ...,  0.          0.          0.        ]
 [ 0.00048918  0.00049496  0.01408271 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00018829  0.00024789  0.01185504 ...,  0.          0.          0.        ]
 [ 0.00050212  0.00122477  0.01895536 ...,  0.          0.          0.        ]
 [ 0.02608148  0.11348571  0.03159797 ...,  0.          0.          0.        ]]","[[ 0.          0.01353222  0.01535637 ...,  0.          0.          0.        ]]","[[ 0.30526442  0.31241796  0.21356541 ...,  0.          0.          0.        ]]","[[ 0.33833437  0.70479795  0.61365527 ...,  0.          0.          0.        ]]","[[ 0.09386733  0.13266583  0.11514393 ...,  0.          0.          0.        ]]",[ 3655.00861832],"[[ 2.21639381  2.82610277  0.29188213 ...,  0.          0.          0.        ]]","[[ 0.07747801  0.03492814  0.01112674 ...,  0.          0.          0.        ]]","[[ 0.0075  0.025   0.0875 ...,  0.      0.      0.    ]]"
11b10Ad,[ 890.],"[[ 0.17835479  0.17031698  0.38571084 ...,  0.          0.          0.        ]]","[[-35.46462884 -36.39058804 -31.00012747 ...,   0.           0.           0.        ]
 [  1.91824402   1.55171575   0.07195427 ...,   0.           0.           0.        ]
 [  0.67151671   0.86093616   0.79914126 ...,   0.           0.           0.        ]
 ..., 
 [  0.29407982   0.40306157   0.38303209 ...,   0.           0.           0.        ]
 [ -0.06558091  -0.03649926   0.36020819 ...,   0.           0.           0.        ]
 [  0.17151498   0.23809892   0.10163219 ...,   0.           0.           0.        ]]","[[  3.40362495e-05   4.93545492e-05   1.62131046e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  5.23735433e-05   1.33704063e-05   1.24475550e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.71557227e-02   7.09819724e-02   4.88194272e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.63892671e-04   1.52954419e-04   1.74524590e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.25423430e-04   8.85404981e-05   2.21813225e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.60946273e-04   2.92528075e-04   1.66199733e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.58685080e-02   1.27382360e-01   7.16610634e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.02621233  0.07856464 ...,  0.          0.          0.        ]]","[[ 0.26701191  0.26778648  0.22701999 ...,  0.          0.          0.        ]]","[[ 0.124238    0.06565998  2.22323698 ...,  0.          0.          0.        ]]","[[ 0.05882353  0.01627034  0.1339174  ...,  0.          0.          0.        ]]",[ 4788.423749],"[[ 1.90400167  2.66364767  1.98100498 ...,  0.          0.          0.        ]]","[[ 0.05680714  0.03991398  0.02833767 ...,  0.          0.          0.        ]]","[[ 0.01    0.0075  0.5    ...,  0.      0.      0.    ]]"
11b10Ae,[ 811.],"[[ 0.30173728  0.32570627  0.30164913 ...,  0.          0.          0.        ]]","[[ -3.71130515e+01  -3.77152398e+01  -3.77249086e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.09494769e+00   7.91793711e-01   7.72626739e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.56034418e-01   5.43503879e-01   6.78160801e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.61464404e-01   2.06782167e-01   2.83554862e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.42536377e-02   5.33756706e-03   2.97510073e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.78277780e-02  -2.23341690e-01   1.38903296e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.35638819e-06   4.55311291e-06   6.29245743e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.27308992e-04   2.65354343e-04   9.06248328e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.84210164e-01   1.62548082e-01   1.76564105e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.23624533e-04   5.31627287e-04   2.99759812e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  6.58784366e-05   2.25557521e-04   1.09859933e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.69988176e-04   8.82191216e-04   2.61529096e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.93426733e-02   8.70228067e-04   9.21341210e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.0237539   0.02724778 ...,  0.          0.          0.        ]]","[[ 0.30931064  0.31264884  0.31194907 ...,  0.          0.          0.        ]]","[[ 0.39202186  0.45222785  0.29405505 ...,  0.          0.          0.        ]]","[[ 0.0738423   0.07259074  0.06633292 ...,  0.          0.          0.        ]]",[ 4628.96824357],"[[ 2.92001696  2.92479291  2.6973721  ...,  0.          0.          0.        ]]","[[ 0.05390557  0.09006756  0.05240247 ...,  0.          0.          0.        ]]","[[ 0.005   0.0075  0.005  ...,  0.      0.      0.    ]]"
12a02Ac,[ 1106.],"[[ 0.22759015  0.19451357  0.19607485 ...,  0.          0.          0.        ]]","[[ -3.45877194e+01  -3.51932820e+01  -3.64954920e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.09339699e+00   2.00295983e+00   1.84001224e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -5.83347838e-02  -1.31951091e-01   1.77434168e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -9.09150398e-02   9.82253978e-02   1.78895155e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -4.14641058e-02   1.63269692e-01   1.98712696e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.02789142e-02   2.65116515e-02   1.24786259e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.59023496e-06   7.04599109e-06   8.26501561e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00539044  0.00300653  0.00059503 ...,  0.          0.          0.        ]
 [ 0.09465586  0.03092239  0.00565854 ...,  0.          0.          0.        ]
 [ 0.01446853  0.00089161  0.00075823 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00146104  0.00477613  0.00069352 ...,  0.          0.          0.        ]
 [ 0.00820588  0.00139363  0.00177209 ...,  0.          0.          0.        ]
 [ 0.04485002  0.10625447  0.07191263 ...,  0.          0.          0.        ]]","[[ 0.          0.01104517  0.00875253 ...,  0.          0.          0.        ]]","[[ 0.25028868  0.25204084  0.26409799 ...,  0.          0.          0.        ]]","[[ 0.9684493   0.37598724  0.19431564 ...,  0.          0.          0.        ]]","[[ 0.11889862  0.05882353  0.04005006 ...,  0.          0.          0.        ]]",[ 4882.93303251],"[[ 3.12503272  2.90718973  2.74252337 ...,  0.          0.          0.        ]]","[[ 0.02664363  0.0368788   0.0736498  ...,  0.          0.          0.        ]]","[[ 0.1275  0.04    0.0075 ...,  0.      0.      0.    ]]"
12a05Ab,[ 1117.],"[[ 0.13305508  0.11071833  0.11204655 ...,  0.          0.          0.        ]]","[[-34.38273727 -34.18158189 -34.57559396 ...,   0.           0.           0.        ]
 [  2.84340347   3.11593203   3.07906898 ...,   0.           0.           0.        ]
 [  0.62414175  -0.21747109  -0.3200063  ...,   0.           0.           0.        ]
 ..., 
 [ -0.09843531   0.64274358   0.62434925 ...,   0.           0.           0.        ]
 [ -0.07863311  -0.2730708   -0.14275753 ...,   0.           0.           0.        ]
 [ -0.14964992  -0.71101943  -0.52710268 ...,   0.           0.           0.        ]]","[[  4.51537988e-05   5.49903081e-05   2.63271426e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00015314  0.00082713  0.000943   ...,  0.          0.          0.        ]
 [ 0.00630434  0.00424337  0.00938835 ...,  0.          0.          0.        ]
 [ 0.00130441  0.00021239  0.00042189 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00059426  0.00022424  0.0002321  ...,  0.          0.          0.        ]
 [ 0.06112039  0.07924066  0.00817095 ...,  0.          0.          0.        ]
 [ 0.09941111  0.05172745  0.1141598  ...,  0.          0.          0.        ]]","[[ 0.          0.01612621  0.03329509 ...,  0.          0.          0.        ]]","[[ 0.22117145  0.18386818  0.1862316  ...,  0.          0.          0.        ]]","[[ 0.07691251  0.21815023  0.30651642 ...,  0.          0.          0.        ]]","[[ 0.03128911  0.03629537  0.03754693 ...,  0.          0.          0.        ]]",[ 3397.85270428],"[[ 2.63967866  3.09728738  3.00759856 ...,  0.          0.          0.        ]]","[[ 0.03480408  0.05221668  0.0358677  ...,  0.          0.          0.        ]]","[[ 0.0225  0.0275  0.0525 ...,  0.      0.      0.    ]]"
12a07Ac,[ 1158.],"[[ 0.24068741  0.18054794  0.14432541 ...,  0.          0.          0.        ]]","[[ -3.40959720e+01  -3.27156094e+01  -2.94052323e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.60004120e+00   2.65666535e+00   3.13901273e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.92045232e-01   1.07550891e-01   1.22018037e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.38296995e-01   4.01695719e-01   1.54949869e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.75623150e-01  -2.31893400e-01   2.65164140e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -4.44355585e-01  -1.09827978e-02  -5.61341084e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  6.24931161e-06   1.86143944e-05   4.09613844e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00657179  0.0184413   0.00363648 ...,  0.          0.          0.        ]
 [ 0.06103489  0.02344983  0.03090771 ...,  0.          0.          0.        ]
 [ 0.0070891   0.01490714  0.02543746 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00385553  0.01744754  0.0078633  ...,  0.          0.          0.        ]
 [ 0.01234632  0.00847781  0.02570819 ...,  0.          0.          0.        ]
 [ 0.0186492   0.05112127  0.03055389 ...,  0.          0.          0.        ]]","[[ 0.          0.00804782  0.00858301 ...,  0.          0.          0.        ]]","[[ 0.26128184  0.22334182  0.19456723 ...,  0.          0.          0.        ]]","[[ 1.06490159  0.49376594  0.25586243 ...,  0.          0.          0.        ]]","[[ 0.12140175  0.09386733  0.07133917 ...,  0.          0.          0.        ]]",[ 3405.01556531],"[[ 3.07519652  2.83339262  2.17466412 ...,  0.          0.          0.        ]]","[[ 0.05332176  0.01168243  0.01825478 ...,  0.          0.          0.        ]]","[[ 0.1675  0.075   0.065  ...,  0.      0.      0.    ]]"
12b02Ad,[ 844.],"[[ 0.25914683  0.42136209  0.47880926 ...,  0.          0.          0.        ]]","[[ -3.49332215e+01  -3.30498476e+01  -3.17026236e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.84058853e+00   1.22876515e+00   3.78725652e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.41278188e-01   9.05903248e-01   6.65867480e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -9.77859181e-02   5.32679521e-02  -2.14608561e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.16356530e-01   1.59965450e-01  -3.18604812e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.84802096e-01  -4.96811302e-02  -1.26493318e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.21254071e-05   1.36155714e-04   3.51105758e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00119788  0.00025236  0.00039584 ...,  0.          0.          0.        ]
 [ 0.11778399  0.03019323  0.00216464 ...,  0.          0.          0.        ]
 [ 0.00225576  0.00045879  0.00201987 ...,  0.          0.          0.        ]
 ..., 
 [ 0.0008719   0.00015728  0.00030519 ...,  0.          0.          0.        ]
 [ 0.00167873  0.00031011  0.00037538 ...,  0.          0.          0.        ]
 [ 0.00868089  0.09660205  0.0751396  ...,  0.          0.          0.        ]]","[[ 0.          0.01459653  0.00296885 ...,  0.          0.          0.        ]]","[[ 0.27274863  0.2878044   0.25659055 ...,  0.          0.          0.        ]]","[[ 0.53555142  1.28456333  2.10124428 ...,  0.          0.          0.        ]]","[[ 0.01126408  0.08135169  0.29161452 ...,  0.          0.          0.        ]]",[ 3648.85146313],"[[ 2.48590121  2.43662765  3.15767474 ...,  0.          0.          0.        ]]","[[ 0.08152103  0.0305901   0.02135204 ...,  0.          0.          0.        ]]","[[ 0.0375  0.525   0.6425 ...,  0.      0.      0.    ]]"
12b09Ac,[ 617.],"[[ 0.13902947  0.11712831  0.18995551 ...,  0.          0.          0.        ]]","[[ -3.48309100e+01  -3.58977345e+01  -2.57666228e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.25075841e+00   2.29369852e+00   2.03541534e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.06140776e-01   2.86279981e-01   1.39099914e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.18934123e-01   3.58213442e-01   3.30215311e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.35824985e-02  -1.62582864e-01   7.35178405e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.31441322e-01  -3.48284101e-02  -1.17926662e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.33602259e-05   4.72465395e-05   2.45151571e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.93493848e-05   2.87082445e-04   1.33809152e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.33178326e-02   1.52798722e-02   2.63632822e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.09714172e-04   1.69673279e-04   1.08383887e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.44016590e-04   8.01691836e-05   7.95494562e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.06390531e-04   4.00374477e-04   1.94960319e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.14488360e-01   1.55921437e-01   1.99423277e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.03098897  0.14542205 ...,  0.          0.          0.        ]]","[[ 0.2335534   0.21953851  0.18566621 ...,  0.          0.          0.        ]]","[[ 0.06122465  0.02505173  0.88125341 ...,  0.          0.          0.        ]]","[[ 0.01877347  0.00125156  0.03128911 ...,  0.          0.          0.        ]]",[ 2646.52356876],"[[ 2.9228176   3.03737148  1.10509918 ...,  0.          0.          0.        ]]","[[ 0.04663377  0.04264645  0.00971537 ...,  0.          0.          0.        ]]","[[ 0.0025  0.      0.3375 ...,  0.      0.      0.    ]]"
12b10Ac,[ 970.],"[[ 0.25911509  0.27086021  0.2421936  ...,  0.          0.          0.        ]]","[[ -3.52753657e+01  -3.39373184e+01  -3.46831453e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.40644740e-01   1.71890735e+00   2.22293747e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.40425255e-01   5.44823072e-01   5.03302025e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -2.81725456e-02   2.85650772e-01   3.40510378e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.13272875e-01   3.10697180e-02   1.28760444e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.34464895e-01   4.31023183e-01   4.38190348e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.99474564e-06   1.28861705e-05   1.44299089e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00023431  0.00279732  0.00106702 ...,  0.          0.          0.        ]
 [ 0.01324572  0.02837464  0.03548546 ...,  0.          0.          0.        ]
 [ 0.00089505  0.00115524  0.00082412 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00089419  0.00273319  0.00182877 ...,  0.          0.          0.        ]
 [ 0.00171949  0.00603657  0.00216763 ...,  0.          0.          0.        ]
 [ 0.13339575  0.05497551  0.11322873 ...,  0.          0.          0.        ]]","[[ 0.          0.01528445  0.00728646 ...,  0.          0.          0.        ]]","[[ 0.25702016  0.26427402  0.26889453 ...,  0.          0.          0.        ]]","[[ 0.67128821  1.00055324  0.43007911 ...,  0.          0.          0.        ]]","[[ 0.08760951  0.08635795  0.02377972 ...,  0.          0.          0.        ]]",[ 3724.35497771],"[[ 3.06225015  2.83279526  2.93965706 ...,  0.          0.          0.        ]]","[[ 0.03638795  0.05679445  0.03935298 ...,  0.          0.          0.        ]]","[[ 0.09   0.22   0.045 ...,  0.     0.     0.   ]]"
13a01Ac,[ 1131.],"[[ 0.21820392  0.23000514  0.33902662 ...,  0.          0.          0.        ]]","[[ -3.96663983e+01  -3.67706472e+01  -3.05481116e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.47382119e+00   2.16088575e+00   8.96556167e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.48793658e+00   1.19571839e-01   6.19266041e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -1.04173827e-01   7.93051868e-02   2.93462706e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.82080297e-01  -1.14651887e-01  -1.22331571e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.08059767e-01  -5.12601149e-02  -8.74376668e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.70893637e-06   4.03176777e-06   6.34359781e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.68243693e-05   1.21933179e-03   1.45828621e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.49955157e-02   2.94423310e-02   5.89074906e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.72857084e-04   2.40428860e-03   6.48832271e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.35169269e-04   8.14958798e-04   2.76526250e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.24913599e-03   1.60812363e-03   8.37402471e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.29770158e-02   5.38597202e-02   2.44123455e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01092794  0.01367227 ...,  0.          0.          0.        ]]","[[ 0.26973741  0.26670324  0.2548069  ...,  0.          0.          0.        ]]","[[ 0.18128405  0.40638541  2.28777743 ...,  0.          0.          0.        ]]","[[ 0.02252816  0.03128911  0.0387985  ...,  0.          0.          0.        ]]",[ 2939.69131032],"[[ 2.66252518  2.90519057  0.89609191 ...,  0.          0.          0.        ]]","[[ 0.0662165   0.07146666  0.02309852 ...,  0.          0.          0.        ]]","[[ 0.005   0.025   0.5775 ...,  0.      0.      0.    ]]"
