,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
10a02Fa,[ 1092.],"[[ 0.14523897  0.15848685  0.14936932 ...,  0.          0.          0.        ]]","[[ -3.88447612e+01  -3.79369055e+01  -3.71684022e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.22436772e+00   2.33455195e+00   2.31491378e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.06185699e-01   4.56964210e-01   4.18901032e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -7.64228289e-03   1.38194404e-01   1.44930957e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.06194183e-02   1.06895709e-01   5.13303127e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.62907858e-02   4.23366460e-02   4.55953569e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.12063762e-06   2.98621385e-06   6.60741739e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  9.31059205e-05   1.64722881e-04   1.23043772e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.82207296e-01   1.86761643e-01   1.08623747e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.04247071e-04   8.11301765e-04   8.76210682e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.23600607e-04   4.29313671e-04   3.18090069e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.10004693e-03   1.05959904e-03   1.14213381e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.24596089e-02   6.64452715e-02   7.43363810e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.00675226  0.00956913 ...,  0.          0.          0.        ]]","[[ 0.24488879  0.24812598  0.2430691  ...,  0.          0.          0.        ]]","[[ 0.05826452  0.10182963  0.0831498  ...,  0.          0.          0.        ]]","[[ 0.01126408  0.0212766   0.02878598 ...,  0.          0.          0.        ]]",[ 3660.77041072],"[[ 2.49229147  2.60461104  2.3454898  ...,  0.          0.          0.        ]]","[[ 0.05387057  0.05585273  0.05273336 ...,  0.          0.          0.        ]]","[[ 0.0075  0.01    0.0075 ...,  0.      0.      0.    ]]"
10a04Fd,[ 985.],"[[ 0.3044215   0.17297964  0.18443823 ...,  0.          0.          0.        ]]","[[ -2.96542705e+01  -2.48951888e+01  -2.24639960e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.34632991e-01   3.04120886e+00   1.79952385e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.73092829e+00  -1.12973067e+00  -1.84662975e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  5.16949431e-02  -9.69259167e-02  -3.43438294e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.67555867e-03  -2.12835280e-01  -3.87076325e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.51990128e-01  -2.45944374e-01  -8.56555502e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.0001675   0.00442933  0.06741376 ...,  0.          0.          0.        ]]","[[ 0.00362257  0.00824006  0.02026435 ...,  0.          0.          0.        ]
 [ 0.01312648  0.03086237  0.02089315 ...,  0.          0.          0.        ]
 [ 0.00415709  0.02332576  0.00400382 ...,  0.          0.          0.        ]
 ..., 
 [ 0.01570923  0.00876604  0.03933178 ...,  0.          0.          0.        ]
 [ 0.01393228  0.01932382  0.00139675 ...,  0.          0.          0.        ]
 [ 0.01849192  0.02615319  0.00223792 ...,  0.          0.          0.        ]]","[[ 0.          0.00871112  0.0112294  ...,  0.          0.          0.        ]]","[[ 0.2779525   0.21969105  0.20573873 ...,  0.          0.          0.        ]]","[[ 1.78518096  0.74003044  0.83080046 ...,  0.          0.          0.        ]]","[[ 0.21777222  0.19399249  0.11138924 ...,  0.          0.          0.        ]]",[ 4386.14591641],"[[ 3.27746402  1.01495888  2.53703831 ...,  0.          0.          0.        ]]","[[ 0.00520519  0.00902536  0.01440184 ...,  0.          0.          0.        ]]","[[ 0.325   0.1175  0.1375 ...,  0.      0.      0.    ]]"
10b01Fa,[ 1178.],"[[ 0.29149665  0.25273216  0.22930544 ...,  0.          0.          0.        ]]","[[ -3.53500604e+01  -3.49640107e+01  -3.47243238e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.46152719e+00   1.71312346e+00   2.17751253e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -5.11923504e-01  -9.71881060e-01  -2.21726191e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.16469519e-01   1.44921756e-01   2.36358724e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.47655498e-02  -8.83979245e-02   1.42393103e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.61399535e-01  -4.69357273e-01  -2.07531118e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.29776707e-06   3.09987256e-06   4.80422625e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00465767  0.0034915   0.00082939 ...,  0.          0.          0.        ]
 [ 0.09051642  0.01822035  0.16111324 ...,  0.          0.          0.        ]
 [ 0.00297134  0.00898452  0.01354178 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00267798  0.00180006  0.00182694 ...,  0.          0.          0.        ]
 [ 0.00967655  0.00638961  0.00826364 ...,  0.          0.          0.        ]
 [ 0.01452905  0.05960007  0.03729159 ...,  0.          0.          0.        ]]","[[ 0.          0.00537064  0.00637501 ...,  0.          0.          0.        ]]","[[ 0.28445881  0.2621766   0.257821   ...,  0.          0.          0.        ]]","[[ 1.31300033  1.37351373  0.93776479 ...,  0.          0.          0.        ]]","[[ 0.16770964  0.20400501  0.13266583 ...,  0.          0.          0.        ]]",[ 4770.43750614],"[[ 2.95362621  2.93581427  2.63605652 ...,  0.          0.          0.        ]]","[[ 0.05442198  0.02140399  0.04331344 ...,  0.          0.          0.        ]]","[[ 0.1875  0.1625  0.145  ...,  0.      0.      0.    ]]"
10b10Fc,[ 946.],"[[ 0.1718262   0.42500119  0.42677768 ...,  0.          0.          0.        ]]","[[ -4.11812805e+01  -3.93479436e+01  -3.68550442e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.42507628e+00   7.23493301e-01  -8.61975310e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.62549875e-01   1.48377865e+00   1.13759334e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.14300447e-01  -2.31796148e-01  -2.19933102e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.68957928e-02   1.53530242e-01   3.90026913e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -9.35120832e-02  -3.79188390e-02   2.00978516e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.74792987e-06   2.87162734e-06   3.74423678e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.02201338e-05   1.05052429e-03   2.70548491e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.63879285e-01   2.04755803e-01   9.87468482e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.80284932e-04   9.90120229e-04   2.17033235e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.99050625e-05   1.42011768e-04   7.92485933e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.98763448e-04   1.23743013e-03   8.36789007e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.02433297e-02   7.21210273e-03   1.26255400e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.0624455   0.00500266 ...,  0.          0.          0.        ]]","[[ 0.27182961  0.25313211  0.24574758 ...,  0.          0.          0.        ]]","[[ 0.05020636  1.57664453  2.78557524 ...,  0.          0.          0.        ]]","[[ 0.0175219   0.04130163  0.07884856 ...,  0.          0.          0.        ]]",[ 4132.3857516],"[[ 2.8718468   2.67778678  2.59685413 ...,  0.          0.          0.        ]]","[[ 0.0997243   0.05996645  0.02602975 ...,  0.          0.          0.        ]]","[[ 0.005  0.535  0.63  ...,  0.     0.     0.   ]]"
11a02Fb,[ 1047.],"[[ 0.20033942  0.17491009  0.16786056 ...,  0.          0.          0.        ]]","[[ -3.66244803e+01  -3.61878023e+01  -3.68326907e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.73206567e+00   2.02078333e+00   2.31121034e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.84724851e-01   8.36999562e-01   5.52904105e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.20466129e-01   9.15967010e-02   9.57577335e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.63749131e-02  -4.12038210e-01  -7.86504710e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.02646794e-01  -8.98151180e-02  -2.32132397e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.80879234e-06   7.48290336e-06   3.54767770e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00035873  0.00067942  0.00075428 ...,  0.          0.          0.        ]
 [ 0.10359185  0.10417931  0.05164481 ...,  0.          0.          0.        ]
 [ 0.00091552  0.00087112  0.0012267  ...,  0.          0.          0.        ]
 ..., 
 [ 0.00051997  0.0002483   0.00202759 ...,  0.          0.          0.        ]
 [ 0.00706467  0.00221592  0.00612878 ...,  0.          0.          0.        ]
 [ 0.04839815  0.10339994  0.09900554 ...,  0.          0.          0.        ]]","[[ 0.          0.00541853  0.0037524  ...,  0.          0.          0.        ]]","[[ 0.26005821  0.24418553  0.23916043 ...,  0.          0.          0.        ]]","[[ 0.30467878  0.25636189  0.29864394 ...,  0.          0.          0.        ]]","[[ 0.03754693  0.04881101  0.06257822 ...,  0.          0.          0.        ]]",[ 3514.40649328],"[[ 1.8178413   2.33625547  2.00789911 ...,  0.          0.          0.        ]]","[[ 0.06108706  0.05080222  0.04201833 ...,  0.          0.          0.        ]]","[[ 0.02   0.025  0.025 ...,  0.     0.     0.   ]]"
11a04Fd,[ 912.],"[[ 0.16260953  0.29960411  0.3126786  ...,  0.          0.          0.        ]]","[[ -4.09280771e+01  -3.95770672e+01  -3.64438958e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.12418741e+00   6.53323639e-01   9.00599164e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.28296885e-01  -7.51597144e-01  -2.85153745e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.44974597e-01  -2.24841626e-01  -7.11595536e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.27738389e-01  -7.50546602e-02  -5.86982150e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.79160643e-01   1.16770297e-02   2.07969796e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.36797259e-07   1.37679663e-06   2.20375839e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  9.55754402e-05   3.87903515e-04   1.17373119e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.87256691e-02   1.44804077e-02   5.77957527e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.50002887e-04   5.95363230e-04   2.85891331e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  6.47040376e-04   1.54415618e-04   1.56126761e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.21037803e-04   1.17084161e-04   1.66633583e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.47485481e-02   1.06464272e-01   6.16277717e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.02150696  0.01932201 ...,  0.          0.          0.        ]]","[[ 0.25218709  0.28315698  0.25663365 ...,  0.          0.          0.        ]]","[[ 0.07821967  0.44098458  1.53602357 ...,  0.          0.          0.        ]]","[[ 0.02628285  0.02753442  0.10012516 ...,  0.          0.          0.        ]]",[ 3280.70266864],"[[ 2.61970933  2.87423448  2.95983591 ...,  0.          0.          0.        ]]","[[ 0.09938729  0.04577915  0.08249004 ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.355  ...,  0.      0.      0.    ]]"
11a05Fb,[ 1191.],"[[ 0.22840793  0.23943369  0.19219985 ...,  0.          0.          0.        ]]","[[ -3.96483218e+01  -3.92069217e+01  -2.63798775e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.79652670e-01   8.83405663e-01   2.61181686e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.48691601e-02  -2.90046470e-02  -1.45923884e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.69944444e-01   2.05456691e-01  -2.97510737e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.01434413e-01  -9.85004626e-02  -3.99479519e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.56595680e-02  -7.34056858e-02  -2.09633109e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  5.85658741e-07   4.53184529e-07   1.60151697e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.0002848   0.00057598  0.00607212 ...,  0.          0.          0.        ]
 [ 0.16994095  0.15724713  0.04477303 ...,  0.          0.          0.        ]
 [ 0.00054056  0.00162665  0.04102114 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00025074  0.00172593  0.01044471 ...,  0.          0.          0.        ]
 [ 0.00105136  0.00049957  0.00954208 ...,  0.          0.          0.        ]
 [ 0.02944061  0.01531323  0.0140692  ...,  0.          0.          0.        ]]","[[ 0.          0.0048529   0.02012441 ...,  0.          0.          0.        ]]","[[ 0.25883577  0.25851731  0.23184629 ...,  0.          0.          0.        ]]","[[ 0.46579349  0.64122692  0.556123   ...,  0.          0.          0.        ]]","[[ 0.06758448  0.08760951  0.14267835 ...,  0.          0.          0.        ]]",[ 3450.07768028],"[[ 2.86259976  2.63255683  1.0428213  ...,  0.          0.          0.        ]]","[[ 0.07460042  0.07371638  0.0139589  ...,  0.          0.          0.        ]]","[[ 0.01    0.0525  0.09   ...,  0.      0.      0.    ]]"
11a05Fc,[ 1161.],"[[ 0.13891528  0.35681317  0.19369572 ...,  0.          0.          0.        ]]","[[ -3.56665424e+01  -2.97964851e+01  -2.46197607e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.20448638e+00   1.20760139e+00   1.37263657e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.09403043e-01   4.80646888e-01  -8.14112523e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -2.42272481e-03  -1.54895118e-01  -2.61042452e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -9.12107144e-04   2.03318593e-01  -7.46302491e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.31171804e-01  -3.25852811e-03  -2.57372502e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.90657245e-05   2.83079326e-04   1.22509573e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00014638  0.00036718  0.05638426 ...,  0.          0.          0.        ]
 [ 0.02865217  0.03014439  0.0403238  ...,  0.          0.          0.        ]
 [ 0.0004853   0.0054128   0.01060213 ...,  0.          0.          0.        ]
 ..., 
 [ 0.0001941   0.00139959  0.00430746 ...,  0.          0.          0.        ]
 [ 0.00093668  0.00219507  0.00071439 ...,  0.          0.          0.        ]
 [ 0.04583757  0.09633506  0.00239656 ...,  0.          0.          0.        ]]","[[ 0.          0.03560988  0.02092262 ...,  0.          0.          0.        ]]","[[ 0.23621866  0.30711284  0.20289307 ...,  0.          0.          0.        ]]","[[ 0.06383183  1.09300884  0.77102337 ...,  0.          0.          0.        ]]","[[ 0.00250313  0.04630788  0.08635795 ...,  0.          0.          0.        ]]",[ 3448.52490204],"[[ 2.46377438  2.6167155   2.1299653  ...,  0.          0.          0.        ]]","[[ 0.08952962  0.02995719  0.01710364 ...,  0.          0.          0.        ]]","[[ 0.005   0.375   0.1425 ...,  0.      0.      0.    ]]"
11b01Fc,[ 1211.],"[[ 0.27104359  0.28112388  0.30591365 ...,  0.          0.          0.        ]]","[[ -3.68801722e+01  -3.64829446e+01  -3.17200964e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.16131516e+00   1.14964154e+00   1.71141435e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.90209276e-02   4.05175452e-01   4.63967966e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.25654131e-01   1.37201811e-01   1.96021400e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.41616362e-01  -1.54923108e-01  -1.85701721e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.04935805e-01   1.61080321e-01   3.16395838e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  6.09935136e-07   7.21067533e-07   2.45428472e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00209914  0.00523342  0.00160979 ...,  0.          0.          0.        ]
 [ 0.01992959  0.0215171   0.03978525 ...,  0.          0.          0.        ]
 [ 0.0031548   0.02539363  0.01128759 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00279017  0.00897584  0.00705568 ...,  0.          0.          0.        ]
 [ 0.01481372  0.02090825  0.02098021 ...,  0.          0.          0.        ]
 [ 0.01517331  0.02794803  0.0301999  ...,  0.          0.          0.        ]]","[[ 0.          0.00201142  0.00191902 ...,  0.          0.          0.        ]]","[[ 0.24778337  0.25132077  0.2757276  ...,  0.          0.          0.        ]]","[[ 1.60548479  1.7577732   1.75099145 ...,  0.          0.          0.        ]]","[[ 0.16270338  0.17647059  0.24155194 ...,  0.          0.          0.        ]]",[ 2849.80595831],"[[ 3.2203859  3.1535605  0.9366027 ...,  0.         0.         0.       ]]","[[ 0.04084717  0.02010309  0.01374133 ...,  0.          0.          0.        ]]","[[ 0.3     0.34    0.4425 ...,  0.      0.      0.    ]]"
11b02Fd,[ 1048.],"[[ 0.19621481  0.17817297  0.19255823 ...,  0.          0.          0.        ]]","[[-36.82281535 -37.74432492 -33.71831462 ...,   0.           0.           0.        ]
 [  1.15053164   1.33521013   2.66264271 ...,   0.           0.           0.        ]
 [  0.6418381    0.09063855   0.55846151 ...,   0.           0.           0.        ]
 ..., 
 [  0.47723601   0.42598102  -0.11026507 ...,   0.           0.           0.        ]
 [  0.16232734   0.23605916  -0.2339332  ...,   0.           0.           0.        ]
 [  0.19848471   0.23877964  -0.06741098 ...,   0.           0.           0.        ]]","[[  4.01107044e-06   4.22983439e-06   1.39515564e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.47968720e-04   1.12521645e-04   1.54808107e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.25485236e-03   7.76621236e-02   4.01472531e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.46836232e-04   7.39601715e-05   1.08814230e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  6.57190265e-04   1.45679384e-04   1.28913981e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.46867841e-03   3.74086981e-04   3.89379418e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.14322140e-02   1.34193148e-01   5.99426953e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.03949162  0.05323036 ...,  0.          0.          0.        ]]","[[ 0.24149683  0.24864677  0.25527893 ...,  0.          0.          0.        ]]","[[ 0.31494533  0.12256891  0.35887706 ...,  0.          0.          0.        ]]","[[ 0.02377972  0.04630788  0.07634543 ...,  0.          0.          0.        ]]",[ 4664.43136942],"[[ 3.05751248  2.71745862  1.25698043 ...,  0.          0.          0.        ]]","[[ 0.07862914  0.04072059  0.02095416 ...,  0.          0.          0.        ]]","[[ 0.01   0.005  0.04  ...,  0.     0.     0.   ]]"
11b03Fc,[ 1057.],"[[ 0.36540076  0.2842647   0.17748502 ...,  0.          0.          0.        ]]","[[ -3.81821140e+01  -3.78908626e+01  -2.47316177e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.83167162e-01   1.61522854e+00   7.89629271e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.04300930e-01   6.55844054e-01  -8.35390461e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.52791110e-01   3.41157738e-01   2.60273371e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.00657280e-02  -8.07835767e-02  -2.55549243e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.70807217e-01  -2.78519947e-02   4.05303308e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  6.48267928e-07   1.01758097e-06   3.70991258e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00065959  0.00074106  0.00816813 ...,  0.          0.          0.        ]
 [ 0.01931805  0.02901743  0.01233349 ...,  0.          0.          0.        ]
 [ 0.00071414  0.0016305   0.02554227 ...,  0.          0.          0.        ]
 ..., 
 [ 0.0021551   0.00143054  0.00640141 ...,  0.          0.          0.        ]
 [ 0.00210196  0.00372375  0.00863557 ...,  0.          0.          0.        ]
 [ 0.04335916  0.08855603  0.01061227 ...,  0.          0.          0.        ]]","[[ 0.          0.00373819  0.01562915 ...,  0.          0.          0.        ]]","[[ 0.27506041  0.29196094  0.14153747 ...,  0.          0.          0.        ]]","[[ 1.78138214  0.66901949  1.49149224 ...,  0.          0.          0.        ]]","[[ 0.22778473  0.11389237  0.07509387 ...,  0.          0.          0.        ]]",[ 3426.18344518],"[[ 2.97335272  2.83888628  1.83547881 ...,  0.          0.          0.        ]]","[[ 0.06149522  0.05523715  0.00696508 ...,  0.          0.          0.        ]]","[[ 0.4875  0.0525  0.2075 ...,  0.      0.      0.    ]]"
11b09Fd,[ 816.],"[[ 0.35151467  0.37780266  0.25122584 ...,  0.          0.          0.        ]]","[[ -3.81349077e+01  -3.87850834e+01  -3.74797072e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.20349038e-01   9.36935788e-01   8.04062306e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.26982251e-01   9.08628074e-01  -5.35969092e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  8.27395536e-02   2.68592945e-02   1.38032184e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.28410671e-02   3.16006842e-01  -4.17872188e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.19269406e-01  -4.72320683e-02  -7.67250849e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.60015662e-07   4.62969254e-07   9.32804648e-07 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00175493  0.001209    0.00185885 ...,  0.          0.          0.        ]
 [ 0.10169276  0.18097996  0.05467994 ...,  0.          0.          0.        ]
 [ 0.00227307  0.00320233  0.00170396 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00073603  0.00077686  0.00138882 ...,  0.          0.          0.        ]
 [ 0.00069061  0.00178687  0.002284   ...,  0.          0.          0.        ]
 [ 0.04795978  0.01484854  0.10280813 ...,  0.          0.          0.        ]]","[[ 0.          0.00183456  0.00998059 ...,  0.          0.          0.        ]]","[[ 0.24741756  0.25014649  0.25882251 ...,  0.          0.          0.        ]]","[[ 1.83245278  1.98542532  0.75579414 ...,  0.          0.          0.        ]]","[[ 0.14518148  0.13892365  0.09011264 ...,  0.          0.          0.        ]]",[ 2943.23427542],"[[ 2.66811543  2.68847145  2.89838668 ...,  0.          0.          0.        ]]","[[ 0.03275741  0.04911263  0.03270852 ...,  0.          0.          0.        ]]","[[ 0.47    0.5275  0.1025 ...,  0.      0.      0.    ]]"
12a01Fb,[ 881.],"[[ 0.28838464  0.2567987   0.31740667 ...,  0.          0.          0.        ]]","[[ -3.83232074e+01  -3.91066630e+01  -3.43146099e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.79955883e+00   2.26460920e+00   2.26579116e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.15517878e+00   1.05377722e+00   2.99586289e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.65414312e-03  -1.20014328e-01   8.58318427e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.70861832e-02   5.12229387e-02   2.99383151e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.60607371e-01   4.52338022e-01   7.18384807e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.20162455e-06   9.85242239e-07   5.79963383e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00031362  0.00049575  0.0045144  ...,  0.          0.          0.        ]
 [ 0.08000444  0.07750773  0.0301985  ...,  0.          0.          0.        ]
 [ 0.00297354  0.00122806  0.00572392 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00073164  0.00052771  0.02700775 ...,  0.          0.          0.        ]
 [ 0.00335459  0.00324086  0.02327092 ...,  0.          0.          0.        ]
 [ 0.04568063  0.0932422   0.02132821 ...,  0.          0.          0.        ]]","[[ 0.          0.00323675  0.01592145 ...,  0.          0.          0.        ]]","[[ 0.29972285  0.31013716  0.30555335 ...,  0.          0.          0.        ]]","[[ 0.57486538  0.31095674  1.29378058 ...,  0.          0.          0.        ]]","[[ 0.05131414  0.03003755  0.08010013 ...,  0.          0.          0.        ]]",[ 2687.12243859],"[[ 2.85117327  2.47193196  1.13490331 ...,  0.          0.          0.        ]]","[[ 0.06681471  0.04501542  0.01373955 ...,  0.          0.          0.        ]]","[[ 0.035   0.0175  0.355  ...,  0.      0.      0.    ]]"
