,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
13b09Ab3,761.0,[ 0.18285058  0.22735893],"[[-23.09363283 -22.0279837 ]
 [  2.33872158   2.15698289]
 [  1.6064343    1.0516867 ]
 [ -0.67826232  -0.50767065]
 [ -0.11244436   0.21000364]
 [ -0.27532998   0.10053205]
 [  0.20274376   0.06063009]
 [  0.44602127   0.28390863]
 [ -0.41383504  -0.55910078]
 [ -0.72825582  -0.50277423]
 [ -1.34454846  -0.9536879 ]
 [ -0.60074378  -0.48468991]]",[ 0.17174345  0.1025511 ],"[[ 0.00559127  0.00665801]
 [ 0.07095866  0.07127898]
 [ 0.13589589  0.12957138]
 [ 0.00603572  0.0180181 ]
 [ 0.0009317   0.00331247]
 [ 0.02114216  0.01553309]
 [ 0.000297    0.00044497]
 [ 0.00026941  0.00071804]
 [ 0.00099449  0.00311149]
 [ 0.002563    0.01248532]]",[ 0.          0.00852849],[ 0.21804096  0.24759673],[ 0.20565392  0.49579427],[ 0.077597    0.09261577],5898.62153388,[ 3.16229357  3.0391976 ],[ 0.03959174  0.03708902],[ 0.0575  0.06  ]
13b09Ab4,230.0,[ 0.16949923  0.13081494  0.13646587],"[[ -2.28720753e+01  -2.30690411e+01  -2.23274954e+01]
 [  2.94700201e+00   2.97698262e+00   3.12966410e+00]
 [  4.88467675e-01   7.02933036e-01   6.69861800e-01]
 [  4.04063646e-01   3.45214706e-01   2.28972533e-01]
 [ -4.11461322e-02   2.06142249e-02  -1.56622955e-01]
 [ -3.32740416e-01  -1.43500768e-01  -2.44064799e-01]
 [ -3.71522601e-01  -2.32053048e-01  -3.71625676e-01]
 [ -5.62630516e-01  -5.03632166e-01  -4.01917318e-01]
 [ -5.40595417e-01  -7.50055228e-01  -6.34307971e-01]
 [ -1.66005519e-01  -5.83189656e-01  -5.27804010e-01]
 [ -2.88648031e-01  -6.84374743e-01  -4.86242720e-01]
 [  1.45308124e-01  -1.63375893e-01  -1.81564436e-01]]",[ 0.09187894  0.29169276  0.291218  ],"[[  6.15660912e-04   2.09391812e-05   3.24582849e-05]
 [  6.07862749e-02   9.84160429e-03   4.05915520e-02]
 [  9.91299988e-02   2.16943216e-01   2.26344885e-01]
 [  6.95187928e-02   9.07127955e-02   3.62230226e-02]
 [  3.74093074e-02   3.52924266e-03   6.89476871e-03]
 [  4.73504018e-02   4.48780709e-03   3.64362026e-03]
 [  3.26238286e-04   8.06076968e-05   8.29127658e-05]
 [  1.95621169e-03   2.03061259e-04   1.17326698e-03]
 [  5.29781791e-03   1.23778345e-03   1.15941175e-03]
 [  5.06188486e-03   1.59431099e-03   2.56366576e-03]]",[ 0.          0.02752318  0.00835251],[ 0.23994729  0.20533194  0.21112385],[ 0.16392781  0.04469639  0.06099937],[ 0.02878598  0.03003755  0.02878598],8792.00989535,[ 2.20704634  3.01095071  3.12944454],[ 0.03280581  0.06210836  0.06155822],[ 0.035   0.0325  0.0325]
13b09Ab5,1214.0,[ 0.26926048  0.26440915  0.27997307  0.28984487  0.25801274],"[[ -2.11426470e+01  -2.15961936e+01  -2.18755150e+01  -2.30731008e+01
   -2.49435888e+01]
 [  1.14642351e+00   1.37080430e-01   2.82717924e-01   3.74292523e-01
    4.78269976e-01]
 [  4.69061061e-01   2.25589324e-01   2.98562989e-01   5.28304148e-01
    1.20253099e+00]
 [  1.17226763e-02  -4.10011389e-02  -7.69449278e-02  -4.45690317e-01
    5.78565083e-02]
 [  1.56814460e-02   5.21025691e-01   6.17204453e-01  -5.36552142e-02
   -5.36148008e-02]
 [  1.38323393e-01   6.69341407e-01   4.18369263e-01  -8.23282100e-02
    2.20519859e-02]
 [ -8.71289723e-02  -1.80974017e-01  -1.92747287e-01  -1.93212010e-01
    2.53136374e-01]
 [  2.70796388e-02  -1.29410665e-01  -2.92090051e-01   3.56089714e-02
    5.40837533e-01]
 [ -2.54188653e-01  -7.59211994e-01  -8.87916889e-01  -4.45029727e-01
   -1.06208480e-01]
 [ -2.94842284e-01  -6.11872599e-01  -3.76918382e-01   1.29850963e-01
    1.66157987e-01]
 [  6.87959398e-02  -5.81729209e-01  -6.16755783e-01   3.06508060e-02
   -3.86164075e-01]
 [  1.60975567e-01   2.45007799e-01   2.66137670e-01   5.59159624e-01
    2.38131417e-01]]",[ 0.04540065  0.04973697  0.04163741  0.02788837  0.01772037],"[[ 0.00229582  0.00189217  0.00078845  0.00082977  0.00039003]
 [ 0.06463016  0.04695362  0.01692505  0.0392806   0.05778167]
 [ 0.00820488  0.01276426  0.01477898  0.00172521  0.00090356]
 [ 0.02290695  0.04490446  0.03720727  0.00672842  0.00187699]
 [ 0.01960792  0.02050771  0.04240511  0.00958075  0.0016374 ]
 [ 0.06075628  0.0528935   0.02188903  0.2168229   0.26631837]
 [ 0.00333304  0.00546173  0.00415446  0.00128966  0.00066426]
 [ 0.0074127   0.00173815  0.00089152  0.00371749  0.0005574 ]
 [ 0.01171163  0.00201591  0.00140841  0.00174736  0.00179633]
 [ 0.0253982   0.00964313  0.02018844  0.01505496  0.03235344]]",[ 0.          0.00215775  0.0020819   0.00438512  0.00384609],[ 0.2395154   0.20531921  0.21391782  0.23414859  0.23684702],[ 1.77612946  1.98211482  2.01706106  1.55393584  0.84735676],[ 0.22653317  0.18397997  0.19899875  0.1339174   0.04630788],2519.82717661,[ 2.94844638  3.23720404  3.16383047  3.11160628  2.77232215],[ 0.02076506  0.01900911  0.01388257  0.05879511  0.07311703],[ 0.3625  0.35    0.3625  0.3375  0.2975]
13b09Ab6,439.0,[ 0.240203    0.19157816  0.21000729  0.18443266  0.16925664],"[[ -2.54387806e+01  -2.30614204e+01  -2.28348382e+01  -2.28433780e+01
   -2.30362148e+01]
 [  1.20319185e+00   1.24139020e+00   1.42163545e+00   2.30824933e+00
    2.10765191e+00]
 [  2.24315285e-01  -1.73006812e-01  -3.51770163e-01   1.37039106e+00
    1.19734252e+00]
 [ -2.60851521e-01   1.07728823e+00   1.25008794e+00   8.47441387e-02
   -1.86359385e-01]
 [  6.03445982e-02  -2.77167223e-01  -2.89732197e-02  -3.59438937e-01
    8.87277797e-02]
 [  2.93024985e-01  -5.60928037e-02   4.53355447e-01  -1.99030149e-02
   -2.66552423e-01]
 [ -2.04503682e-01   8.12914147e-01   7.94411448e-01  -1.00409478e-01
   -4.17824787e-01]
 [  1.41865415e-01   8.04957809e-01   1.33551933e-01  -4.86914991e-01
   -1.28004936e-01]
 [ -2.90649210e-02   4.31121314e-01   8.91277781e-03  -2.55597665e-01
   -5.14430442e-01]
 [  2.16606673e-03   1.05651088e-01  -4.32055431e-02  -5.46612965e-01
   -6.22788608e-01]
 [ -4.89634355e-02  -2.59095687e-01   8.61264355e-03  -5.83577098e-01
   -8.84872754e-01]
 [  3.79529820e-02  -4.52986147e-02  -2.23912548e-01  -3.12126032e-01
   -4.53354619e-01]]",[ 0.00256379  0.02559666  0.02713259  0.08274921  0.17528716],"[[  2.81061318e-03   2.89944674e-03   1.19964557e-03   1.16051246e-03
    5.47800275e-04]
 [  3.14013639e-02   7.99708453e-02   7.10437351e-02   1.22839438e-01
    1.20918282e-01]
 [  5.88761813e-03   5.24923688e-03   3.60009545e-03   1.04676297e-01
    1.75637373e-01]
 [  7.54375778e-03   1.95637421e-02   4.03712604e-02   3.56188130e-02
    1.49553823e-03]
 [  5.13236163e-03   3.93137916e-03   5.37447743e-03   1.74832922e-03
    1.00111254e-03]
 [  2.58659698e-01   9.27318828e-02   5.71226412e-02   1.01808491e-02
    3.95398132e-03]
 [  2.21263846e-03   3.00617039e-03   3.20791429e-03   1.63617697e-04
    5.46325340e-05]
 [  3.57658845e-03   3.21605342e-04   1.76592779e-03   1.70830816e-03
    2.71081702e-04]
 [  5.94269939e-03   4.91333711e-03   1.07381179e-02   5.74023998e-03
    8.85421397e-04]
 [  1.36245871e-02   4.89706781e-02   4.67886378e-02   4.16668451e-03
    1.61282344e-03]]",[ 0.          0.00677879  0.00135356  0.02728169  0.01125282],[ 0.23387016  0.2044377   0.22141764  0.22259725  0.2096565 ],[ 1.08587323  1.21847848  1.28398745  0.29064816  0.15989321],[ 0.00250313  0.04005006  0.12390488  0.10387985  0.03629537],7858.91856428,[ 1.63799468  2.19848264  2.4852838   2.38226664  3.18136099],[ 0.06971144  0.03155918  0.02463606  0.04071653  0.05568713],[ 0.26    0.165   0.175   0.0325  0.03  ]
13b09Ab7,241.0,[ 0.12722661],"[[ -2.26674025e+01]
 [  3.22559392e+00]
 [  6.08043172e-01]
 [  2.56853127e-01]
 [  3.31728137e-01]
 [ -3.84609710e-01]
 [ -3.28902263e-01]
 [ -3.68486608e-01]
 [ -6.70167573e-01]
 [ -5.02354772e-01]
 [ -8.03672923e-01]
 [  1.03924816e-02]]",[ 0.3353786],"[[  2.61961719e-04]
 [  3.44431530e-02]
 [  2.44807168e-01]
 [  2.48599483e-02]
 [  4.20679350e-03]
 [  1.54443404e-02]
 [  6.90149996e-05]
 [  8.62248543e-04]
 [  1.19333847e-03]
 [  1.76646005e-03]]",[ 0.],[ 0.20244522],[ 0.0591096],[ 0.03003755],9886.56057484,[ 3.31574497],[ 0.06631005],[ 0.0325]
13b09Ab8,264.0,[ 0.12124062  0.17954189  0.17357411],"[[ -2.30364554e+01  -2.26641690e+01  -2.40070973e+01]
 [  2.55924023e+00   2.55590279e+00   2.97633523e+00]
 [  1.30300856e-01   4.26763628e-01   5.08142349e-01]
 [  5.91135523e-01   4.13799302e-01   1.93365215e-01]
 [ -5.52474092e-01  -4.24189277e-01  -1.97478795e-01]
 [ -7.25946406e-01  -4.03630969e-01  -2.24422280e-01]
 [ -1.71573988e-01  -5.07389508e-01  -4.09274790e-01]
 [ -5.93087828e-01  -5.37780548e-01  -2.43701809e-01]
 [ -7.44612504e-01  -3.93766546e-01  -1.07596141e-01]
 [ -7.65237538e-01  -5.00339171e-01  -5.28837695e-01]
 [ -7.65108338e-01  -2.57462890e-01  -5.69732486e-01]
 [  6.22739749e-01   3.93660997e-02  -2.38648533e-02]]",[ 0.23226441  0.09952105  0.02624708],"[[  1.04681082e-04   1.66059471e-04   2.49618728e-03]
 [  1.60308073e-03   1.31016116e-02   5.09954259e-02]
 [  1.01267922e-02   1.09079066e-01   8.31788516e-02]
 [  2.43614216e-01   1.29363888e-01   2.45230857e-02]
 [  5.95203903e-02   3.63746787e-02   1.06098081e-02]
 [  9.15815168e-03   2.03914864e-02   7.30821514e-02]
 [  8.47212013e-05   3.51737501e-04   2.86740650e-04]
 [  6.13660699e-04   1.95791982e-03   6.58851084e-03]
 [  4.09248678e-04   1.77102051e-03   5.98674120e-03]
 [  7.71304533e-04   2.89118321e-03   2.35355331e-02]]",[ 0.          0.02413005  0.01171076],[ 0.173361    0.23354328  0.23531243],[ 0.1316777   0.23623173  0.27605317],[ 0.03254068  0.0387985   0.03629537],6839.68193705,[ 3.22351899  2.79716472  3.01087507],[ 0.06719542  0.04291099  0.02740072],[ 0.035   0.0375  0.045 ]
13b09Ab9,407.0,[ 0.20238224  0.15946049  0.17682183  0.15393615  0.16160318],"[[ -2.20427080e+01  -2.18589646e+01  -2.20081261e+01  -2.22943820e+01
   -2.22947878e+01]
 [  2.04220992e+00   2.38218385e+00   2.21524343e+00   2.89354648e+00
    3.10930047e+00]
 [  5.12735309e-02   4.76396387e-01   4.07349763e-01   2.35148125e-01
    2.93752870e-01]
 [ -1.40920971e-01   3.17399053e-01   1.40928205e-01   4.04417988e-01
    5.20539533e-04]
 [ -5.41207296e-01  -1.69884484e-01  -4.18665114e-01   2.06948939e-01
   -1.52823375e-01]
 [ -1.43947729e-01   3.46687175e-01  -2.25668597e-01   2.03784717e-01
   -4.33555107e-01]
 [ -3.26310576e-01  -3.19237425e-01  -6.73219343e-01  -2.39996501e-01
   -4.27506922e-01]
 [ -1.40447919e-01  -4.14012382e-01  -6.59141377e-01  -5.07394330e-01
   -2.36576804e-01]
 [ -2.95125988e-01  -4.63201014e-02  -1.13210132e-01  -1.43287637e-02
   -3.61999978e-01]
 [ -7.63050588e-01  -5.44041056e-01  -5.49603970e-01  -7.98650972e-01
   -6.02589843e-01]
 [ -3.94618840e-01  -3.67593971e-01  -2.95386617e-01  -3.18988090e-01
   -6.22241708e-01]
 [ -5.44855944e-01  -5.92280602e-01  -7.81772005e-01  -7.73599154e-01
   -3.68324382e-01]]",[ 0.08482749  0.15228897  0.16512776  0.15305418  0.15783305],"[[  5.72556912e-03   1.57797424e-03   3.03304626e-03   2.35875133e-03
    2.02676415e-03]
 [  1.51090178e-01   1.62223000e-01   1.44451188e-01   2.25917525e-01
    9.49600827e-02]
 [  8.48407562e-02   6.57387838e-02   1.03888874e-01   2.66108934e-02
    1.62473001e-01]
 [  9.78930412e-03   1.01403863e-02   1.34331643e-02   2.58578670e-02
    2.10954598e-02]
 [  8.96006508e-03   2.56387717e-03   3.44721489e-03   2.33202426e-03
    7.07116335e-03]
 [  9.66740609e-03   1.44683616e-02   5.65291142e-03   6.51603144e-03
    5.09365747e-03]
 [  7.45405071e-04   4.50487684e-04   7.71169777e-05   9.61199966e-05
    2.26643697e-04]
 [  2.73027774e-03   7.24840070e-03   9.95301491e-03   3.28462110e-03
    1.70549590e-03]
 [  1.33911440e-03   2.31661246e-03   1.36997027e-03   2.65806526e-03
    2.21629537e-03]
 [  3.05208536e-03   4.75976085e-03   4.36050355e-03   4.88850593e-03
    4.10969218e-03]]",[ 0.          0.00424178  0.00232889  0.0062774   0.01166974],[ 0.22878799  0.2017594   0.21759923  0.20482179  0.22995597],[ 0.5043953   0.31689821  0.31277191  0.2093637   0.13059782],[ 0.077597    0.06007509  0.04380476  0.03379224  0.02878598],10228.3191679,[ 2.80204593  3.28688692  3.2802069   3.27304722  3.28972702],[ 0.04446018  0.04511331  0.0452143   0.06092985  0.04817173],[ 0.06    0.0575  0.0575  0.035   0.035 ]
14a01Aa0,1088.0,[ 0.23114401  0.26220396  0.31270538  0.22039111],"[[ -2.67890053e+01  -2.57320546e+01  -2.53312559e+01  -2.29214981e+01]
 [  1.97279708e+00   1.36173637e+00  -1.32378331e-01   1.85604293e+00]
 [  2.86210606e-01   2.85468577e-01  -2.67120526e-03   7.92021961e-01]
 [ -6.47561434e-01  -5.18166698e-01  -5.68953114e-02  -4.97043354e-02]
 [ -9.81791221e-01  -7.98813014e-01  -5.69539272e-02  -3.11824613e-01]
 [  1.58348810e-01   2.34084550e-01   4.19248071e-01   3.15301311e-01]
 [  2.35263056e-01   2.17816826e-01   3.77171501e-01   6.07957076e-01]
 [  5.08673965e-02  -3.34010166e-02  -4.32188341e-01  -1.67206700e-01]
 [  1.15285949e-01   1.69228223e-01  -9.28516310e-02   9.93991811e-02]
 [ -4.16060830e-01  -3.44421496e-01  -6.41130397e-01  -6.07610769e-01]
 [  3.58367157e-01   1.28419858e-01  -8.69476264e-02  -2.93344060e-01]
 [ -1.78566926e-01  -4.73031058e-02  -6.65035653e-02  -5.83012099e-01]]",[ 0.0023116   0.0029296   0.00320478  0.04824705],"[[ 0.00346406  0.0047684   0.00178467  0.00891712]
 [ 0.13936291  0.07732937  0.01380823  0.07752526]
 [ 0.01526006  0.0162341   0.00783998  0.01211727]
 [ 0.00900481  0.00955042  0.00272248  0.00137452]
 [ 0.00639369  0.00419795  0.01026635  0.00230366]
 [ 0.12448926  0.16456074  0.01442324  0.00750082]
 [ 0.00020467  0.00135087  0.00527083  0.00036198]
 [ 0.0035002   0.00235153  0.00734308  0.00128257]
 [ 0.00472873  0.00316805  0.01551171  0.00326662]
 [ 0.01821628  0.01449493  0.02561987  0.03157524]]",[ 0.          0.00190747  0.0059932   0.01523776],[ 0.25120225  0.24347892  0.21100945  0.22941697],[ 0.66026179  1.25029391  2.4920937   0.54897438],[ 0.0387985   0.16770964  0.2991239   0.19148936],1551.61496513,[ 1.96000421  2.62206281  2.95926769  2.41508945],[ 0.04718547  0.04657107  0.0068151   0.03860287],[ 0.0775  0.2825  0.515   0.075 ]
14a01Aa1,611.0,[ 0.17839481  0.18552763  0.23033283],"[[-22.60991853 -22.72802696 -22.64862248]
 [  1.93817547   1.29401719   1.52620065]
 [ -1.51765717  -1.66972833  -0.57841997]
 [ -0.57989996  -0.31790376   0.46168545]
 [ -0.55019942  -0.35403173  -0.02838549]
 [ -0.11972884   0.19726557  -0.16522473]
 [  0.07186896   0.58373736   0.28168082]
 [ -0.49574939  -0.59648264  -0.60703873]
 [  0.13150084   0.14520819   0.05485493]
 [ -0.41606005  -0.6853678   -0.34315748]
 [ -0.32705735  -0.64853054  -0.29554965]
 [ -0.69423886  -0.94552642  -0.39900815]]",[ 0.06101763  0.06514859  0.02862917],"[[ 0.0143082   0.0257964   0.01457428]
 [ 0.11455938  0.1056622   0.16536489]
 [ 0.00307305  0.00359464  0.00602844]
 [ 0.00190462  0.0019923   0.00279499]
 [ 0.00045011  0.00069927  0.00205478]
 [ 0.00194161  0.0007286   0.00505372]
 [ 0.00542675  0.00741493  0.01529195]
 [ 0.04006003  0.05266466  0.00417615]
 [ 0.0019478   0.00142433  0.00598653]
 [ 0.0017927   0.00091453  0.00615348]]",[ 0.          0.00210384  0.00727373],[ 0.20530185  0.19319627  0.23137711],[ 0.48767144  0.65239934  1.05240304],[ 0.05381727  0.077597    0.10387985],3909.05858232,[ 2.96994623  3.02830053  3.15856212],[ 0.0313551   0.03033317  0.04398915],[ 0.09    0.11    0.1825]
14a01Aa2,507.0,[ 0.28763349  0.13143954  0.15601116],"[[ -2.75966695e+01  -2.38598961e+01  -2.24960098e+01]
 [  2.20808194e+00   3.48725332e+00   2.90222170e+00]
 [  6.17718825e-02   6.53386657e-01   3.88685832e-01]
 [  1.77407384e-01   2.07337025e-01   2.23089232e-01]
 [ -2.79505504e-01  -5.04212566e-01  -3.08713738e-01]
 [ -2.85408655e-02  -2.05899247e-01  -1.22515637e-01]
 [ -9.44056336e-02  -1.24400132e-01  -3.31872510e-01]
 [ -1.82556372e-01  -6.59410824e-01  -5.52110429e-01]
 [ -1.97648597e-02  -5.70032679e-01  -6.22198406e-01]
 [ -2.19053541e-01  -4.13413902e-01  -7.20791418e-01]
 [ -3.16406242e-01  -4.92374308e-01  -5.13415349e-01]
 [ -1.44950644e-02   9.15103332e-02  -6.33011143e-02]]",[ 0.00095918  0.08273079  0.26803331],"[[  4.49169099e-03   1.80842456e-04   1.58502599e-04]
 [  4.87175628e-02   1.86597028e-02   1.04665955e-02]
 [  8.91935796e-03   1.08138540e-01   3.75363048e-02]
 [  6.40820754e-03   1.23228736e-01   2.64957857e-01]
 [  1.20537125e-02   4.96100553e-02   2.10292040e-03]
 [  1.76917437e-01   8.64547853e-03   2.51811308e-03]
 [  7.82031296e-04   1.32690230e-04   9.04220513e-05]
 [  2.89318294e-03   2.67569959e-03   6.64213985e-04]
 [  1.48010493e-02   1.92351795e-03   1.01503022e-03]
 [  2.69251715e-02   4.22891873e-03   1.63958711e-03]]",[ 0.          0.035342    0.01675604],[ 0.30112678  0.20340634  0.22406016],[ 0.90586281  0.07202451  0.07293152],[ 0.12891114  0.12140175  0.03128911],7056.97846107,[ 2.70941832  2.0110677   3.09794731],[ 0.04700495  0.04198804  0.07241773],[ 0.16    0.035   0.0325]
14a01Aa3,809.0,[ 0.12650112  0.16777686  0.19832579  0.21659661  0.29895719  0.29986332],"[[ -2.33271034e+01  -2.19121443e+01  -2.34288082e+01  -2.28885434e+01
   -2.95721683e+01  -2.92040925e+01]
 [  3.57738429e+00   2.47220175e+00   2.00943086e+00   1.80889573e+00
    2.36040787e+00   2.33681623e+00]
 [  8.98344098e-01   3.41562372e-01   1.90549177e+00   3.15372060e-01
    1.95509943e+00   3.59220125e-01]
 [ -4.19251616e-01  -7.33008037e-01  -9.44622611e-01  -1.13430080e+00
    1.16926130e-01  -5.89541536e-01]
 [ -5.86001108e-01  -4.51249098e-01  -3.96732248e-01  -2.25915443e-01
    7.21709231e-01   5.69603570e-01]
 [  3.92567938e-02  -3.08319280e-01  -1.72118422e-01  -2.44755574e-01
   -2.60657194e-01   2.33971569e-02]
 [ -5.30618679e-01  -1.11749230e-01   1.70889391e-01  -1.03570597e-01
   -1.96348371e-02   1.52278344e-01]
 [ -2.16698871e-01  -1.20814533e-01   2.74371360e-01  -3.38880628e-01
   -4.72475509e-01  -1.65594903e-01]
 [ -1.86397163e-01  -8.05557745e-01  -7.63711523e-01  -9.66838555e-01
   -4.36157086e-01   1.37109879e-01]
 [ -7.56912685e-01  -8.03880493e-01  -1.00692165e+00  -6.70191937e-01
   -4.48926891e-01   3.37319858e-01]
 [ -5.73475628e-01  -6.42040329e-01  -1.11525724e+00  -7.69962500e-01
   -2.48137416e-01  -2.68600376e-01]
 [ -5.51786657e-02  -1.56920164e-01  -5.54787168e-02   6.16935524e-02
   -2.04529950e-01  -1.17170379e-01]]",[ 0.12105106  0.13473268  0.1197187   0.03524212  0.00072445  0.00020882],"[[  6.21776512e-04   1.68211883e-04   1.87346125e-05   1.56417561e-03
    1.92735945e-04   3.48049593e-03]
 [  1.92325514e-02   1.90603057e-02   2.09715039e-02   1.56245764e-02
    6.94023267e-02   4.92849628e-02]
 [  1.70640056e-01   1.54121894e-01   8.04786125e-02   9.68451081e-02
    4.99955432e-02   8.41866096e-03]
 [  8.65924196e-02   6.37314978e-02   1.24210876e-01   6.98147067e-02
    2.65445766e-02   1.75655236e-02]
 [  1.67485466e-02   1.77172657e-02   1.53975847e-03   3.38706112e-02
    9.08940916e-03   6.95853536e-03]
 [  7.27745747e-03   4.30065926e-03   1.91782562e-03   6.48292492e-03
    1.77208313e-02   5.37884233e-02]
 [  7.21062660e-05   2.40177364e-04   3.94851474e-05   9.52426110e-04
    1.05227178e-04   2.01205420e-03]
 [  2.52586413e-03   1.67298238e-03   1.13596362e-03   2.88890160e-03
    1.64440441e-03   5.77117926e-03]
 [  2.43733706e-03   1.53670078e-03   7.89230400e-04   1.61682903e-03
    1.66220653e-02   1.27672526e-02]
 [  3.53866255e-03   2.26229129e-03   1.54034606e-03   1.28504217e-03
    3.88832766e-02   4.93762404e-02]]",[ 0.          0.00713311  0.00790277  0.01142379  0.01162826  0.00692754],[ 0.19178044  0.20614346  0.21281291  0.22007841  0.29809466  0.27892832],[ 0.06448265  0.22451759  0.32781172  0.67023861  0.62830951  1.36722392],[ 0.03128911  0.04881101  0.0738423   0.11764706  0.11389237  0.08886108],8274.34166566,[ 3.29106624  3.22108661  3.03432168  2.09708296  1.21206932  0.20574514],[ 0.04921807  0.04336305  0.03844842  0.03031985  0.02284144  0.01892381],[ 0.045   0.065   0.065   0.1275  0.04    0.4275]
14a01Aa4,1462.0,[ 0.25976721  0.21967203],"[[ -2.09943546e+01  -2.21466638e+01]
 [  9.10414671e-01   1.67538246e+00]
 [  4.99427164e-02  -4.45242721e-01]
 [  7.29966820e-02  -1.78055020e-02]
 [ -5.86724640e-01  -9.04195851e-01]
 [  9.11930257e-02  -5.68725522e-01]
 [  3.01854107e-01   2.70269030e-01]
 [ -7.56491301e-01  -5.76801246e-01]
 [ -7.27369456e-01  -5.20706199e-01]
 [ -1.12342699e+00  -7.75360558e-01]
 [ -3.65784364e-01  -9.48718427e-01]
 [  1.73273376e-01  -1.49554932e-01]]",[ 0.12374564  0.07268927],"[[ 0.00169419  0.00054464]
 [ 0.00434059  0.01162004]
 [ 0.08217328  0.12542856]
 [ 0.11613989  0.08780588]
 [ 0.0159612   0.00791712]
 [ 0.00516601  0.00422124]
 [ 0.00025914  0.00083263]
 [ 0.00113029  0.00185202]
 [ 0.00527147  0.0030587 ]
 [ 0.00176005  0.00217991]]",[ 0.          0.00301672],[ 0.22623002  0.2281586 ],[ 1.18178546  0.70041776],[ 0.11514393  0.10513141],4780.13901471,[ 3.30360626  2.76213041],[ 0.03642006  0.03924135],[ 0.22    0.1475]
14a01Aa5,583.0,[ 0.37542291  0.25065228  0.18984579  0.14448609],"[[ -2.62325048e+01  -2.33141177e+01  -2.28648547e+01  -2.28887261e+01]
 [  1.42474739e+00   2.41249470e+00   2.41624131e+00   3.26308581e+00]
 [  5.60159793e-01   5.74045734e-01   5.79743367e-01   4.27097126e-01]
 [ -1.30793033e-01  -8.46012690e-01  -4.22718786e-01  -2.23214710e-02]
 [ -1.02208509e-01  -8.64341960e-01  -8.14051170e-01  -7.22411397e-01]
 [  1.28383340e-01  -2.02906472e-01   3.30827958e-02   9.27533231e-02]
 [  2.85340289e-01   6.04353352e-02   2.10435677e-01  -7.46377973e-02]
 [  2.62680674e-01  -2.32182488e-01  -3.82855217e-01  -2.92410798e-01]
 [  3.41703910e-01  -6.22187032e-01  -7.60780325e-01  -6.41451409e-01]
 [  2.28666911e-01  -8.52133210e-01  -1.15180569e+00  -7.44360305e-01]
 [ -9.03943891e-02  -2.28877745e-01  -4.60828652e-01  -6.82012705e-01]
 [ -3.75175308e-01   3.92998786e-02   5.16503072e-03   2.40979028e-01]]",[ 0.00325116  0.0362372   0.08937864  0.13057964],"[[  2.08800471e-03   2.31749641e-03   5.46675070e-04   6.81441748e-04]
 [  8.39472615e-02   2.08640298e-02   1.52824540e-02   1.58687818e-02]
 [  6.31578126e-03   5.36950324e-02   8.62423350e-02   1.60868827e-01]
 [  2.25105454e-03   8.49497327e-02   1.33791935e-01   1.03121400e-01]
 [  1.64587630e-03   5.74800028e-02   1.72484751e-02   4.95984133e-03]
 [  1.48208832e-01   3.00617738e-02   3.11768963e-03   6.42156309e-03]
 [  8.35794213e-04   4.32219018e-04   8.34074695e-05   6.19331736e-05]
 [  1.25568816e-03   1.23088639e-03   3.08835487e-03   1.63840153e-03]
 [  5.16815807e-03   3.64020994e-03   7.01588714e-04   2.31830330e-03]
 [  5.82193651e-02   5.07808923e-03   6.81608037e-04   2.93914002e-03]]",[ 0.          0.0128334   0.00641183  0.00613346],[ 0.31431006  0.273269    0.2260968   0.20654145],[ 1.4792171   0.49651773  0.23773293  0.11330146],[ 0.10137672  0.15894869  0.08510638  0.03379224],4983.77136313,[ 2.27402971  2.0041785   3.01770019  3.27904618],[ 0.04488674  0.02744294  0.04098004  0.0493253 ],[ 0.6125  0.07    0.0675  0.0625]
