,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
15a05Lb6,240.0,[ 0.16838837],"[[ -2.24124855e+01]
 [  2.66195061e+00]
 [  5.92455048e-01]
 [  3.69380316e-01]
 [  9.23522123e-02]
 [  1.72701449e-01]
 [  2.78571564e-01]
 [  2.14648729e-01]
 [  1.09092636e-01]
 [  2.12882830e-01]
 [ -1.01333375e-02]
 [  1.62078364e-01]]",[ 0.10102281],"[[ 0.00040818]
 [ 0.15263432]
 [ 0.00056016]
 [ 0.00797912]
 [ 0.02032805]
 [ 0.0268369 ]
 [ 0.00051049]
 [ 0.00233933]
 [ 0.00247511]
 [ 0.09071084]]",[ 0.],[ 0.23459332],[ 0.20758443],[ 0.02628285],2202.65385388,[ 2.98644828],[ 0.04522589],[ 0.035]
15a05Lb7,1877.0,[ 0.41360294  0.45770266  0.43173014  0.16240994  0.12489668  0.11543407],"[[ -2.56862920e+01  -2.68456813e+01  -2.66017819e+01  -2.32990438e+01
   -2.27483375e+01  -2.33311464e+01]
 [  4.77775895e-01  -8.94411944e-01  -1.58463593e-01   2.77199867e+00
    2.93566527e+00   3.01212603e+00]
 [  9.50641205e-01   3.47380812e-02   4.22303921e-01   1.37431530e+00
    1.46081258e+00   1.55704412e+00]
 [  3.07359263e-01  -3.82549389e-01  -2.87666917e-01   1.66069422e-01
    4.07179372e-01   7.81723579e-01]
 [ -1.46340275e-01  -5.45586054e-01  -4.85107289e-01  -3.61688257e-01
   -3.07748426e-01  -3.12447365e-01]
 [  4.77599716e-01   3.55937962e-01   3.65735429e-01   3.56498542e-01
    9.30370037e-02   1.19588724e-01]
 [  2.57103132e-02  -2.27344769e-02   2.08188914e-01   2.10389944e-01
   -6.77424108e-02  -3.61032931e-01]
 [ -9.64174460e-02  -2.05045713e-01  -1.99850005e-01   2.17581466e-02
    1.52662567e-01   4.29509581e-01]
 [  6.39544427e-01   7.25452532e-01   3.72988951e-01   1.37662005e-01
    2.42519787e-01  -1.23445497e-01]
 [  3.61292953e-02   6.74839443e-02  -2.48867799e-01  -9.55192539e-02
   -3.94336206e-03   1.93028484e-01]
 [ -6.98947815e-02   3.18970058e-02  -2.03470442e-01   3.85034890e-02
   -1.51966000e-01  -4.16234002e-01]
 [  3.50694339e-01   8.95683176e-02  -2.19821336e-02   3.17508833e-01
    1.83136539e-01   3.42804498e-01]]",[ 0.0045941   0.00344758  0.00226666  0.03917436  0.09327202  0.12000293],"[[  2.86492528e-03   7.38545234e-03   2.86066619e-03   3.26920058e-03
    1.73756404e-03   2.50614488e-04]
 [  2.02338368e-02   3.23557002e-03   6.73962911e-03   8.97058543e-02
    1.50856150e-01   1.33433253e-01]
 [  2.81674717e-03   1.66267310e-03   5.49132387e-03   1.53311438e-02
    9.06286471e-03   3.62670144e-03]
 [  8.16334696e-03   7.46533187e-04   9.85572825e-04   5.16198656e-02
    1.05616467e-02   3.98439681e-03]
 [  9.68234104e-04   1.22000927e-03   2.01167736e-03   1.24324349e-03
    9.39227207e-03   1.74911235e-02]
 [  5.72498249e-02   4.90845996e-03   3.15866382e-02   3.24269308e-02
    1.69756945e-02   1.54604314e-02]
 [  5.10412010e-04   1.14146733e-03   3.18578751e-03   2.09661940e-04
    8.35040981e-05   4.86438619e-05]
 [  8.86090702e-04   1.50763418e-03   1.09745251e-03   9.38162997e-03
    4.31148981e-03   6.62228521e-04]
 [  3.29727720e-03   1.83449887e-03   1.96758059e-03   6.08379926e-03
    9.34717454e-03   4.21641334e-03]
 [  3.11227214e-02   2.22155441e-02   1.48219462e-02   4.02628876e-02
    3.65122599e-02   7.46024253e-02]]",[ 0.          0.00261226  0.00141539  0.01835389  0.0098185   0.00470281],[ 0.26301115  0.24442712  0.25262274  0.21354432  0.17996301  0.18549403],[ 2.74257873  2.97500179  2.99952718  0.30128607  0.15590864  0.10714628],[ 0.40675845  0.44305382  0.36670839  0.1864831   0.03254068  0.02002503],2257.53781807,[ 3.11308531  3.28592827  3.08104702  1.70558016  2.72333941  2.97004603],[ 0.01650771  0.00565959  0.00830332  0.02591735  0.04094451  0.03987103],[ 0.615  0.665  0.66   0.045  0.04   0.035]
15a05Lb8,156.0,[ 0.14566566  0.11350576  0.09045401],"[[ -2.22883213e+01  -2.35603193e+01  -2.63389149e+01]
 [  2.94790944e+00   3.25052071e+00   3.65782427e+00]
 [  1.22852336e+00   1.40672828e+00   1.67877017e+00]
 [  4.13644530e-01   5.77927954e-01   9.74652921e-01]
 [ -2.02675356e-01  -3.51223044e-01  -2.32034596e-01]
 [  1.07798747e-01  -4.34648399e-02   1.37937556e-01]
 [ -2.65310488e-01   6.94812601e-02  -2.07497087e-02]
 [  1.48408774e-01   1.38746854e-02  -3.95759600e-02]
 [  2.57640750e-01   5.16477160e-01   4.07070692e-01]
 [  1.56231073e-01   6.13773815e-02   2.23009550e-02]
 [  1.64843000e-02  -8.06689493e-02   2.15033594e-02]
 [  2.84597665e-01   2.54431048e-01   4.10041676e-01]]",[ 0.14210389  0.08997116  0.03039818],"[[  8.38317717e-04   1.94188732e-03   1.85138356e-04]
 [  7.35239979e-02   4.37673782e-02   6.68717337e-02]
 [  5.88830416e-04   9.82265443e-03   3.25072532e-03]
 [  8.08773707e-03   1.03753975e-02   1.19213323e-02]
 [  2.06347605e-02   9.28818728e-04   4.68900557e-03]
 [  1.72744553e-02   1.25030693e-02   8.41081348e-02]
 [  4.21714532e-05   5.54317953e-05   1.02399308e-05]
 [  3.52450180e-03   1.75360257e-03   2.01472946e-03]
 [  1.47255263e-02   3.14212105e-02   2.17255343e-02]
 [  1.42432345e-01   1.75194257e-01   1.27849456e-01]]",[ 0.          0.01102905  0.01008796],[ 0.21522457  0.17861403  0.17546451],[ 0.14850909  0.10604967  0.04134657],[ 0.0212766   0.02002503  0.01627034],2811.91518364,[ 3.12090408  2.91767368  2.14292753],[ 0.04054632  0.0472683   0.0403506 ],[ 0.0425  0.0375  0.025 ]
15a05Lb9,2613.0,[ 0.6157119   0.54344596  0.22293421  0.31722729],"[[ -2.75230281e+01  -2.71761443e+01  -2.45751604e+01  -2.54084055e+01]
 [  6.18150248e-01   5.64081788e-01   2.30055129e+00   1.99664034e+00]
 [  1.03724890e+00   8.92045733e-01   1.22665107e+00   2.76119066e+00]
 [  7.32492895e-02   1.93494246e-02   7.07327557e-02  -9.87526575e-02]
 [  1.65759338e-01  -2.00193805e-01   1.77462839e-01  -1.07122496e-01]
 [  2.38869505e-01   1.35649729e-01   9.03678063e-02   3.88135309e-02]
 [ -2.24385830e-01  -5.64167401e-02  -9.61977228e-02  -4.39061750e-01]
 [  1.19731853e-01   4.09545539e-01   1.81479382e-01   3.86139573e-01]
 [  1.05346739e-02   2.39018880e-01  -6.01729313e-02   1.08932070e-01]
 [ -3.25445897e-01  -1.02150612e-01   3.11813880e-01   3.21362569e-01]
 [  3.07003010e-01   4.09140244e-01   4.37144174e-01   2.94597408e-01]
 [  2.59347024e-01   1.00045574e-01   2.82148453e-01   4.13863995e-01]]",[ 0.03899626  0.01428723  0.02970813  0.05445367],"[[  3.36534727e-05   3.19466411e-04   1.31404642e-04   3.25090208e-04]
 [  1.62508786e-03   4.34773082e-03   1.39905273e-01   4.50816600e-02]
 [  2.03618650e-03   3.82951863e-03   3.30124131e-03   2.87958060e-03]
 [  9.23846869e-03   6.05838213e-03   1.94363331e-02   8.46859405e-03]
 [  1.70122410e-03   4.57989751e-03   3.52163629e-03   1.66605557e-03]
 [  5.10141818e-03   1.40896293e-02   3.27288134e-02   1.71684547e-02]
 [  5.38993855e-04   8.13661279e-04   2.38649412e-04   2.97532278e-04]
 [  1.49762525e-03   6.30622643e-04   1.01702793e-03   1.29944678e-03]
 [  2.31006309e-03   5.65325236e-04   4.03663581e-03   6.84171368e-04]
 [  8.64338331e-04   1.34497975e-02   1.12600420e-01   2.01781177e-01]]",[ 0.          0.00254681  0.02407307  0.00568335],[ 0.19299235  0.23020459  0.25638474  0.26261935],[ 1.89915787  2.05377752  0.37563871  0.88942865],[ 0.59699625  0.39299124  0.12640801  0.09011264],1283.83682764,[ 2.69795622  2.53571179  2.31314122  3.11276965],[ 0.0025111   0.00472004  0.04585996  0.0551712 ],[ 0.7625  0.6675  0.035   0.46  ]
15a07Ld0,273.0,[ 0.09775835  0.1273708   0.15508298  0.11531019  0.14749733],"[[ -2.88996573e+01  -2.34332512e+01  -2.22867489e+01  -2.32595923e+01
   -2.45584791e+01]
 [  3.71823250e+00   2.97133341e+00   2.79626158e+00   3.50665145e+00
    3.36457402e+00]
 [  9.22469713e-01   6.23819815e-01   2.92139205e-01   1.16930223e+00
    6.57071158e-01]
 [  7.32097202e-01   2.00752700e-01   2.58518998e-01   4.65902899e-01
    5.12196356e-01]
 [  3.85963641e-01  -6.57969751e-01  -3.25847750e-01  -3.85999481e-01
   -3.70537935e-01]
 [  1.85858732e-01   3.89920766e-02   2.26445397e-01   1.48075652e-01
   -1.27924113e-01]
 [  1.55445490e-02  -1.98042706e-01  -6.93548368e-03  -3.11311573e-01
   -3.81816624e-01]
 [ -2.03564573e-01  -9.86498863e-02   6.39755875e-02  -9.75172762e-02
   -1.26563970e-01]
 [ -2.34424298e-01   3.14311279e-02   7.55825787e-02  -1.65109831e-01
   -1.01724649e-01]
 [ -3.66080846e-01  -4.96556609e-01  -1.31399801e-01  -1.97055768e-01
    1.43500132e-01]
 [ -3.00249471e-01  -1.79447417e-02   2.84108906e-02   1.82923304e-02
   -5.38727222e-01]
 [  6.97528153e-02   2.98639310e-01   6.94159092e-02   3.45129597e-01
   -6.53418842e-02]]",[ 0.00222918  0.04860521  0.11912213  0.15161986  0.13972017],"[[  1.71409771e-04   5.74234770e-04   1.01094927e-03   1.66335743e-04
    1.14143705e-04]
 [  5.51008005e-02   6.53115278e-03   5.20562877e-03   1.28369399e-02
    2.86615064e-03]
 [  1.65324857e-02   9.03986781e-03   1.53599656e-03   3.22042799e-03
    8.70860996e-04]
 [  2.11437867e-02   9.88804840e-03   5.03319980e-03   4.59013934e-03
    6.04205927e-04]
 [  6.75734684e-03   2.76153800e-03   2.38859337e-03   2.42891116e-03
    3.20663357e-04]
 [  8.14836595e-02   2.33897397e-03   4.75723077e-03   9.87820547e-03
    1.40918730e-03]
 [  4.06947244e-05   1.72993879e-04   2.42313368e-04   4.08324370e-05
    3.37463061e-05]
 [  1.69794071e-03   2.85859384e-04   3.75862011e-04   1.72536345e-03
    2.71253714e-04]
 [  2.34439861e-02   5.21385132e-02   3.30838197e-02   2.00150225e-02
    1.55229263e-02]
 [  6.27639310e-02   1.05642208e-01   1.46242533e-01   1.28926832e-01
    2.11051276e-01]]",[ 0.          0.02242841  0.00319631  0.00467551  0.02154535],[ 0.18609626  0.16696029  0.20976435  0.18492396  0.23668224],[ 0.05978622  0.19774593  0.21973707  0.09489314  0.0410771 ],[ 0.01877347  0.02503129  0.02628285  0.02252816  0.02753442],7191.324426,[ 1.35712686  2.41913605  3.25248139  3.31416079  3.29352272],[ 0.0266265   0.03149845  0.04072063  0.03953007  0.05762014],[ 0.03    0.0475  0.0475  0.045   0.025 ]
15a07Ld1,648.0,[ 0.43258154  0.286811    0.16247673  0.13706483],"[[ -2.55623960e+01  -2.33417009e+01  -2.42430447e+01  -2.38292701e+01]
 [  2.52084553e+00   3.05297375e+00   3.22166691e+00   3.10033371e+00]
 [  8.35345206e-01   6.76961757e-01   2.62784566e+00   2.60190672e+00]
 [  2.92891319e-01   8.62151881e-03   3.76659020e-01   1.64328934e-01]
 [ -1.25401630e-02  -3.90830792e-01  -7.14141377e-01  -6.92017125e-01]
 [  2.37012343e-01  -1.53930599e-02  -3.21998546e-01  -1.22152021e-02]
 [  5.93129113e-02  -3.14390565e-01  -7.58250283e-01  -6.73613913e-01]
 [ -3.31523336e-01  -5.78654435e-02   3.54617124e-01   6.29127563e-01]
 [  5.56384683e-02   4.45067948e-02   1.82916563e-01  -3.08271691e-01]
 [ -5.77596013e-02  -2.03364583e-02  -1.65690931e-01  -3.09047708e-01]
 [ -2.04640641e-01   1.54730473e-02  -2.24387662e-01  -1.18187384e-01]
 [  3.54094891e-01   2.03719491e-01   2.09201154e-01   4.44234854e-01]]",[ 0.03463371  0.07290216  0.14466646  0.18830267],"[[  8.43929755e-05   4.28495620e-04   1.25930711e-04   6.46945535e-05]
 [  9.54362281e-04   2.38065754e-03   5.01852311e-03   5.25657907e-03]
 [  2.48636523e-04   3.57364660e-03   4.65065575e-03   3.38418612e-03]
 [  6.45396992e-04   2.08969054e-03   3.61160774e-03   3.66999199e-03]
 [  5.81574208e-04   1.71399055e-03   2.92890646e-03   1.84358740e-03]
 [  2.51281156e-03   6.10978654e-03   1.12146670e-02   1.02964057e-02]
 [  3.73964906e-04   3.04616088e-04   2.70495544e-04   1.22531279e-04]
 [  1.02935516e-02   3.32436400e-02   1.75938151e-02   4.99702572e-03]
 [  1.93788361e-01   1.31458903e-01   7.05531796e-02   5.49207114e-02]
 [  1.10043389e-02   1.73925554e-02   4.14178284e-02   4.01409310e-02]]",[ 0.          0.00559928  0.00913717  0.00244882],[ 0.31902209  0.29686257  0.22169672  0.19101094],[ 0.79201794  0.41703337  0.12898344  0.12601753],[ 0.13767209  0.08886108  0.04881101  0.06007509],8443.87541358,[ 3.24113703  2.99413462  3.2157505   3.29041814],[ 0.05296462  0.035721    0.02039363  0.01689634],[ 0.555   0.045   0.0425  0.0425]
15a07Ld2,144.0,[ 0.109244    0.11085929],"[[-23.11257815 -23.13109147]
 [  3.34019383   3.48282616]
 [  1.05053559   1.20285289]
 [  0.69177671   0.38097148]
 [ -0.1027048   -0.41216949]
 [ -0.23016453  -0.44043704]
 [ -0.14776193  -0.07645355]
 [  0.75305004   0.49225242]
 [ -0.2128506   -0.28055115]
 [  0.22280427   0.06008909]
 [  0.19756308   0.35067444]
 [ -0.13547301  -0.11115699]]",[ 0.16430673  0.16073714],"[[  2.71391294e-03   3.65605273e-03]
 [  6.77072419e-03   2.25187922e-03]
 [  7.88098424e-04   1.64286593e-03]
 [  8.28489572e-03   1.42421163e-02]
 [  2.66003995e-03   4.88187319e-02]
 [  1.30830238e-01   1.66764847e-01]
 [  4.19001695e-05   2.92524688e-05]
 [  4.86050162e-03   3.30270876e-03]
 [  8.03486432e-02   1.43037180e-02]
 [  8.22585474e-03   2.82953926e-03]]",[ 0.          0.01916073],[ 0.18099652  0.17809969],[ 0.09473018  0.07818627],[ 0.01877347  0.0175219 ],9572.14651998,[ 3.2130129   3.21580739],[ 0.03938804  0.04556798],[ 0.0375  0.0375]
15a07Ld3,983.0,"[ 0.46359784  0.55117443  0.53365736  0.34814667  0.18891475  0.15780115
  0.11842531  0.17093563  0.09828608  0.13034244  0.10107782]","[[ -2.60445230e+01  -2.85140286e+01  -3.05787816e+01  -2.61505233e+01
   -2.26019673e+01  -2.21862564e+01  -2.23347935e+01  -2.17886463e+01
   -2.36570864e+01  -2.35702809e+01  -2.50122231e+01]
 [  1.05423921e+00  -1.12582973e+00  -1.50795884e+00   1.07709371e+00
    2.67566210e+00   2.92673550e+00   3.28301643e+00   2.72585117e+00
    3.10267611e+00   3.20874070e+00   3.34692668e+00]
 [  1.80697541e+00   1.06958408e+00   1.11218399e+00   1.18149318e+00
    1.00240787e+00   7.30888890e-01   4.41630272e-01   2.89585555e-01
    1.36313669e+00   8.64978564e-01   1.82863040e+00]
 [  2.87867149e-01  -6.10396620e-01  -4.90717419e-01   1.90646072e-01
    3.27797275e-01   5.76162983e-01   3.48973350e-01   3.89466036e-01
    6.94083755e-01   3.46269892e-01   5.54888547e-01]
 [  5.55602189e-01  -3.77716846e-01   3.85004748e-01   1.55612664e-01
   -3.98492773e-01  -3.72253399e-01  -2.69557366e-01  -2.97625414e-01
   -7.05968036e-01  -2.06805259e-01  -3.09921536e-01]
 [  3.58461092e-01  -3.68143325e-01  -3.59787606e-01  -1.18416301e-01
   -7.72239034e-01  -7.47548875e-01  -5.59104644e-01  -3.18278792e-01
   -4.11745311e-01  -1.08818241e-01  -1.06342618e-01]
 [  5.85499718e-01   8.43676777e-01   3.17494852e-01   2.17459875e-01
    3.45863692e-01   1.28094823e-01   5.01630732e-01   1.07234264e-01
    3.78629786e-01  -4.30856598e-01  -1.69768621e-01]
 [  6.68673403e-02   2.44622160e-01   4.44278483e-01  -4.11495323e-01
    1.57075094e-01   3.10535139e-01   4.81573263e-01   2.31685945e-01
    4.77105371e-01   1.90694644e-01   2.46139332e-01]
 [  3.31328325e-01   4.02993578e-01   5.31016364e-01   4.70262566e-01
   -2.02441698e-01  -1.47086794e-01  -1.82778298e-01  -8.20703641e-02
   -5.66877130e-01  -6.09656628e-01  -8.92248835e-01]
 [  1.05883895e-02   7.54203212e-02   1.38847921e-01   9.87221432e-02
    3.45830370e-01   5.71068247e-01   3.78180857e-01   2.37412898e-01
    3.86414912e-01   2.83429572e-01   2.53233942e-01]
 [  1.44699260e-01   2.15916738e-01   3.12072195e-01  -2.23693562e-01
   -1.23495701e-01   1.18322555e-01   8.76983234e-02  -4.78490187e-02
   -4.82354767e-01  -3.14551174e-01  -3.77758444e-01]
 [  2.40761548e-01   5.89393221e-01   4.35392133e-01   3.01563843e-01
   -2.69221504e-01  -2.10250705e-01  -3.00868096e-01   1.76921839e-01
    2.59356320e-01   3.52290734e-01   4.57760784e-01]]","[ 0.00950349  0.00502591  0.00151135  0.00182034  0.05077726  0.12390391
  0.12581297  0.0951122   0.07437509  0.04676308  0.03607031]","[[  6.65914441e-04   1.25390818e-03   8.33047437e-04   3.10976956e-03
    3.90351654e-04   9.23699582e-04   2.01285296e-03   1.27289119e-03
    6.89513464e-04   6.68866651e-04   2.41129072e-04]
 [  7.93154391e-02   4.14710101e-03   3.69841161e-03   4.38433350e-02
    1.04015402e-02   4.57202761e-03   1.02210574e-02   7.46351715e-03
    2.28740619e-02   2.41778296e-02   1.61562663e-01]
 [  3.46884217e-03   2.50987258e-03   4.65957289e-04   8.43898774e-03
    2.77408581e-02   7.66059132e-03   6.97272098e-03   1.37254721e-02
    4.60017356e-02   1.45140360e-01   2.74534824e-02]
 [  3.33253507e-02   4.98168104e-04   7.50362604e-04   1.63019109e-02
    7.40494404e-02   1.24214774e-01   1.32101682e-01   1.59061018e-01
    1.76660579e-01   7.62438537e-02   1.25896050e-02]
 [  1.08676972e-03   1.82214298e-04   1.97656646e-04   2.57344461e-03
    2.95917385e-02   1.05162500e-03   1.67271697e-03   1.80071788e-02
    2.97829402e-03   5.51621771e-03   2.72618196e-03]
 [  2.11577837e-02   1.66413610e-02   6.07805032e-02   2.80367300e-02
    3.97259307e-02   2.59746950e-02   2.67641462e-02   3.11788125e-02
    1.70932898e-02   9.61345861e-03   1.44436435e-02]
 [  4.81563809e-04   6.08354619e-04   6.10913686e-05   2.00989904e-03
    4.14796514e-04   5.86724754e-04   6.74438515e-04   5.70777665e-04
    6.45203612e-05   3.75655071e-04   1.21251177e-04]
 [  1.56142186e-04   5.96462698e-04   1.26038286e-03   7.56147724e-03
    3.26665048e-03   1.44201720e-03   3.57165621e-04   1.42386267e-03
    9.35666447e-04   4.73378683e-03   2.00085140e-02]
 [  5.31435292e-03   3.56975353e-03   1.08784081e-03   8.82386847e-03
    1.18028018e-02   5.66540922e-03   6.10897021e-03   4.26868972e-03
    3.21101922e-03   6.64752568e-03   5.17311724e-03]
 [  2.84653913e-02   3.26366762e-03   8.12800994e-03   2.57403526e-02
    2.56764629e-02   5.80866216e-02   3.99851985e-02   2.29150704e-02
    1.89083349e-02   8.47176689e-03   9.41736745e-03]]","[ 0.          0.0034578   0.00169733  0.00381197  0.01083271  0.00614133
  0.00150131  0.00536649  0.00861155  0.00948814  0.02188419]","[ 0.29124121  0.23943994  0.25515389  0.26060462  0.22288888  0.20496828
  0.16496505  0.22357914  0.14634105  0.19057457  0.14943971]","[ 2.33007698  2.93800752  2.87845275  2.31787402  0.47280418  0.28688196
  0.24198123  0.32613238  0.13570179  0.1841484   0.12997583]","[ 0.38548185  0.40300375  0.12891114  0.09637046  0.1126408   0.03629537
  0.04505632  0.04630788  0.04005006  0.04505632  0.03754693]",7291.61285313,"[ 3.11686317  3.00230417  1.85926981  2.05374434  2.34482056  3.18425129
  3.18672996  3.18733171  3.21116691  3.06994922  3.13384175]","[ 0.02255879  0.00431077  0.01645117  0.01237945  0.01988752  0.03503246
  0.03597565  0.04231307  0.04772787  0.04160933  0.04342279]","[ 0.7775  0.845   0.865   0.4925  0.0525  0.05    0.05    0.0575  0.045
  0.0425  0.04  ]"
15a07Ld5,696.0,[ 0.21711682  0.16676821  0.13790916  0.13318266  0.19701452],"[[ -2.32213605e+01  -2.22693734e+01  -2.21085102e+01  -2.20272155e+01
   -2.35433524e+01]
 [  2.53182341e+00   2.77673919e+00   2.47685603e+00   2.74027470e+00
    2.27183113e+00]
 [  7.11851280e-01   6.54798946e-01   7.95598130e-01   1.04242195e+00
    1.50980145e+00]
 [  2.82229389e-01   4.37433629e-01   1.55063392e-01   2.44880173e-01
    3.55816003e-01]
 [  7.53812621e-02  -2.74271596e-01  -5.18987252e-01  -1.71437996e-01
   -2.85832953e-02]
 [  2.75118128e-01  -3.97946577e-01  -7.65172649e-01  -4.03861863e-01
   -4.65338253e-01]
 [  2.98187683e-01   5.73965632e-01   5.49301997e-01   5.78145750e-01
    8.98290608e-02]
 [ -9.35645843e-02   1.30013015e-01   8.77581866e-02  -7.37175074e-02
   -2.41650906e-01]
 [  1.87748815e-01  -1.16648810e-01   6.73327276e-02   2.57338227e-02
    2.19494867e-01]
 [  5.19483087e-02   4.02636160e-01   6.30627416e-01   5.44971070e-01
    4.85822754e-01]
 [ -3.02481215e-01  -1.90278102e-01  -2.16394633e-01  -3.16524406e-01
   -5.68637163e-01]
 [ -1.09432711e-01   2.59475647e-02   2.22103743e-01   2.54735144e-01
    1.84110592e-02]]",[ 0.02995475  0.09335397  0.14843775  0.09925369  0.02808342],"[[ 0.00361559  0.00133337  0.00068463  0.00173404  0.0022811 ]
 [ 0.12861308  0.15030314  0.1241447   0.1029322   0.04769981]
 [ 0.01064007  0.00326446  0.00197245  0.00225751  0.01757851]
 [ 0.03689625  0.00770156  0.00159564  0.01027269  0.01511312]
 [ 0.01018393  0.00305511  0.00122945  0.00974667  0.01120801]
 [ 0.03192785  0.01248514  0.01318947  0.0186797   0.01443264]
 [ 0.00091932  0.00040868  0.00125366  0.00112133  0.00024655]
 [ 0.00439741  0.00649511  0.00472045  0.0010172   0.00759764]
 [ 0.00487239  0.00208269  0.00147154  0.00974057  0.03036967]
 [ 0.0528551   0.00370025  0.00460233  0.0449809   0.11454734]]",[ 0.          0.01114693  0.00342293  0.00879995  0.00996891],[ 0.26047834  0.21334371  0.17048626  0.1722593   0.21094224],[ 0.45844334  0.29049486  0.27128801  0.31872093  0.60470086],[ 0.03379224  0.04505632  0.04505632  0.0387985   0.05757196],5048.06240057,[ 3.03389099  2.88391162  3.20294103  2.85784832  2.01984408],[ 0.03524119  0.04407595  0.03941947  0.02856702  0.03054253],[ 0.0575  0.0525  0.0525  0.0525  0.0575]
15a07Ld6,2836.0,[ 0.36415941  0.49889432  0.59865722],"[[ -2.42523250e+01  -2.40242984e+01  -2.57728185e+01]
 [  2.36456713e+00   1.74528070e+00   1.24646791e-01]
 [  1.69767586e+00   8.35491083e-01   3.03246680e-01]
 [  7.32594057e-01   6.00672193e-01   4.88005428e-01]
 [ -4.31154387e-01   1.99788589e-02   5.65742615e-02]
 [ -2.03882258e-02   3.01886249e-01   1.30622725e-01]
 [  5.11100599e-01   5.65558427e-01   7.69074429e-01]
 [  1.02580465e-01  -3.84373176e-02   1.31761075e-01]
 [  4.41423608e-01   3.46575545e-01   4.21461283e-01]
 [  1.89278645e-01   3.71772941e-01   2.78765544e-01]
 [ -2.28872715e-02   1.93245833e-02   1.01643516e-01]
 [  4.40959642e-01   4.45653749e-01   2.80845702e-01]]",[ 0.11265813  0.08945351  0.0732365 ],"[[  5.07070567e-04   4.99387415e-04   1.68117827e-04]
 [  7.39577977e-02   3.03275355e-02   3.90327058e-03]
 [  4.99268698e-04   1.41201734e-03   1.81661098e-04]
 [  7.67136194e-03   6.76797769e-03   5.71192598e-04]
 [  1.04815556e-03   1.09780000e-03   1.12484064e-03]
 [  1.72391975e-02   3.74930223e-02   9.82588885e-03]
 [  2.22151936e-04   2.20078667e-04   3.56387504e-04]
 [  1.18914636e-04   7.05108466e-04   2.50433499e-04]
 [  6.54679741e-03   1.14566519e-03   9.41025356e-04]
 [  1.89931538e-01   9.21281726e-02   6.60721235e-03]]",[ 0.          0.00706626  0.00352992],[ 0.31334618  0.2865404   0.22445556],[ 0.73010756  2.06768617  2.16611413],[ 0.10638298  0.37046308  0.59699625],2701.31745635,[ 3.27459634  3.27132225  3.25141082],[ 0.05362026  0.0263747   0.00299854],[ 0.2075  0.6925  0.7925]
15a07Ld7,2478.0,[ 0.56407795  0.26514927],"[[-25.43755114 -23.07737197]
 [  0.71278577   3.02306325]
 [ -0.08251976   0.56867675]
 [ -0.2527938    0.38577661]
 [ -0.50294304  -0.18504302]
 [  0.11504999  -0.30973746]
 [  0.51724803   0.75489503]
 [  0.05352169   0.46757039]
 [  0.26908014   0.17301631]
 [  0.18530478   0.26107846]
 [  0.03759212  -0.12598386]
 [  0.17068527  -0.10921995]]",[ 0.03529988  0.04851254],"[[ 0.00038247  0.0035005 ]
 [ 0.0019378   0.08867813]
 [ 0.00155928  0.00608103]
 [ 0.0064046   0.02268033]
 [ 0.00095496  0.00280444]
 [ 0.00655968  0.0390919 ]
 [ 0.00158703  0.00030069]
 [ 0.00028885  0.00107298]
 [ 0.00095112  0.0178204 ]
 [ 0.00397425  0.07360152]]",[ 0.          0.01225663],[ 0.23178955  0.28142332],[ 2.01402113  0.74371808],[ 0.52690864  0.26157697],2640.81881241,[ 2.79722701  2.43448678],[ 0.00217166  0.0284174 ],[ 0.775   0.1475]
